Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,RSS_dBm,Interaction_Coordinates
1,-21.1603,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -3.78530 1.72904 3.00000, -3.61325 3.12262 0.00000, -3.44121 4.51618 3.00000, -3.28095 5.81435 0.20545, 4.00000 -5.50000 1.10000"
1,-21.1602,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -3.78530 1.72906 3.00000, -3.61325 3.12265 0.00000, -3.44119 4.51624 3.00000, -3.28094 5.81440 0.20550, 4.00000 -5.50000 1.10000"
1,-21.1622,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -3.78540 1.72839 3.00000, -3.61349 3.12099 0.00000, -3.44159 4.51358 3.00000, -3.28132 5.81210 0.20271, 4.00000 -5.50000 1.10000"
1,-41.7591,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -2.30406 -0.47272 3.00000, 0.00000 -2.31013 0.11268, 0.08990 -2.38182 0.00000, 2.48383 -4.29090 3.00000, 4.00000 -5.50000 1.10000"
1,-29.0334,Tx-I-I-Rx,2,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -2.31013 2.92531, 0.15125 -2.43074 3.00000, 4.00000 -5.50000 1.10000"
1,-68.0969,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -1.30984 -2.16645 3.00000, 0.00000 -3.66655 1.98864, 2.57541 -6.61611 0.00000, 2.80109 -6.87463 0.17426, 4.00000 -5.50000 1.10000"
1,-25.4823,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -0.74528 1.95659, 4.25379 -2.43075 3.00000, 8.00000 -3.91508 2.08114, 4.00000 -5.50000 1.10000"
1,-57.2220,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -0.74529 2.49622, 1.31307 -1.26556 3.00000, 8.00000 -3.91509 0.43462, 6.86727 -4.36391 0.00000, 4.00000 -5.50000 1.10000"
1,-30.1408,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -4.77846 2.92529, 0.15126 -4.99482 3.00000, 2.25220 -8.00000 1.96284, 4.00000 -5.50000 1.10000"
1,-24.8057,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, -10.00000 -1.11193 2.18358, -5.79258 -2.43069 3.00000, 0.00000 -4.24627 1.87610, 4.00000 -5.50000 1.10000"
1,-29.7802,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 3.91509 1.95660, 0.10626 4.00000 1.98266, 4.25377 0.68723 3.00000, 8.00000 -2.30501 2.08114, 4.00000 -5.50000 1.10000"
1,-29.8192,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -1.97169 1.95659, 4.25377 -4.99482 3.00000, 8.00000 -7.65720 2.08113, 7.51774 -8.00000 1.96284, 4.00000 -5.50000 1.10000"
1,-21.1793,Tx-I-I-Rx,2,-80.3684,"-3.90000 0.80000 1.00000, -1.28078 7.00000 1.03318, 0.00000 3.96835 1.04941, 4.00000 -5.50000 1.10000"
1,-46.6975,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -10.00000 -1.11194 2.85124, -9.51003 -1.26552 3.00000, 0.00000 -4.24627 0.11394, 0.37535 -4.36392 0.00000, 4.00000 -5.50000 1.10000"
1,-31.1524,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -8.00000 5.56208 1.99316, -6.76206 7.00000 2.29304, -3.84370 3.61038 3.00000, 0.00000 -0.85401 2.06895, 4.00000 -5.50000 1.10000"
1,-10.5650,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, -2.92958 0.02608 1.01228, -2.90416 0.00582 1.01261, 0.00000 -2.31014 1.04937, 4.00000 -5.50000 1.10000"
1,-30.5387,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, -1.28078 7.00000 2.29305, 0.00000 3.96835 2.92533, 0.15120 3.61045 3.00000, 4.00000 -5.50000 1.10000"
1,-32.8840,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -10.00000 -0.56760 1.84661, -1.68983 -2.43075 3.00000, 0.00000 -2.80960 2.76548, 8.00000 -4.60320 1.65516, 4.00000 -5.50000 1.10000"
1,-11.4145,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -7.80303 -8.00000 1.94545, -8.00000 -7.55601 1.99315, -3.84368 1.81519 3.00000, -1.54411 7.00000 2.44298, 4.00000 -5.50000 1.10000"
1,-14.0395,Tx-I-I-Rx,2,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -0.74528 1.02453, 8.00000 -3.91508 1.07484, 4.00000 -5.50000 1.10000"
1,-42.0173,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, -1.60564 -8.00000 2.13267, 0.00000 -1.84177 2.92532, 0.15123 -1.26173 3.00000, 1.52309 4.00000 2.32278, 4.00000 -5.50000 1.10000"
1,-23.5862,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, -8.00000 5.56210 1.02547, -6.76208 7.00000 1.03316, 0.00000 -0.85404 1.07518, 4.00000 -5.50000 1.10000"
1,-32.6899,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -0.22803 1.63640, 8.00000 -2.33682 2.94184, 7.64389 -2.43069 3.00000, 0.00000 -4.44560 1.75272, 4.00000 -5.50000 1.10000"
1,-15.8469,Tx-I-I-Rx,2,-80.3684,"-3.90000 0.80000 1.00000, -10.00000 -1.11192 1.03035, 0.00000 -4.24626 1.08010, 4.00000 -5.50000 1.10000"
1,-25.0803,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -0.22803 1.01632, 8.00000 -2.33681 1.04979, 0.00000 -4.44560 1.08326, 4.00000 -5.50000 1.10000"
1,0.0000,Tx-I-I-Rx,2,-80.3684,"-3.90000 0.80000 1.00000, -1.83335 7.00000 1.02616, 3.16666 -8.00000 1.08945, 4.00000 -5.50000 1.10000"
1,-20.6949,Tx-I-I-I-Rx,3,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 3.91510 1.02453, 0.10625 4.00000 1.02520, 8.00000 -2.30501 1.07484, 4.00000 -5.50000 1.10000"
1,-28.7773,Tx-I-I-I-I-Rx,4,-80.3684,"-3.90000 0.80000 1.00000, 0.00000 -1.04392 1.01632, -8.00000 -4.82632 1.04979, -1.28765 -8.00000 1.07788, 0.00000 -7.39122 1.08326, 4.00000 -5.50000 1.10000"
