Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,RSS_dBm,Interaction_Coordinates
1,0.0000,Tx-Rx,0,-96.5697,"3.90000 1.25000 -0.80000, 9.95000 1.10000 7.95000"
2,0.0000,Tx-Rx,0,-101.1721,"3.90000 1.25000 -0.80000, 9.85000 1.10000 7.95000"
3,0.0000,Tx-Rx,0,-89.6766,"3.90000 1.25000 -0.80000, 9.75000 1.10000 7.95000"
4,0.0000,Tx-Rx,0,-96.1819,"3.90000 1.25000 -0.80000, 9.65000 1.10000 7.95000"
5,0.0000,Tx-Rx,0,-94.4032,"3.90000 1.25000 -0.80000, 9.55000 1.10000 7.95000"
6,0.0000,Tx-Rx,0,-96.2870,"3.90000 1.25000 -0.80000, 9.45000 1.10000 7.95000"
7,0.0000,Tx-Rx,0,-95.4688,"3.90000 1.25000 -0.80000, 9.35000 1.10000 7.95000"
8,0.0000,Tx-Rx,0,-93.7149,"3.90000 1.25000 -0.80000, 9.25000 1.10000 7.95000"
9,0.0000,Tx-Rx,0,-92.6576,"3.90000 1.25000 -0.80000, 9.15000 1.10000 7.95000"
10,0.0000,Tx-Rx,0,-95.8762,"3.90000 1.25000 -0.80000, 9.05000 1.10000 7.95000"
11,0.0000,Tx-Rx,0,-97.4069,"3.90000 1.25000 -0.80000, 8.95000 1.10000 7.95000"
12,0.0000,Tx-Rx,0,-95.2786,"3.90000 1.25000 -0.80000, 8.85000 1.10000 7.95000"
13,0.0000,Tx-Rx,0,-93.8240,"3.90000 1.25000 -0.80000, 8.75000 1.10000 7.95000"
14,0.0000,Tx-Rx,0,-112.7451,"3.90000 1.25000 -0.80000, 8.65000 1.10000 7.95000"
15,0.0000,Tx-Rx,0,-99.4389,"3.90000 1.25000 -0.80000, 8.55000 1.10000 7.95000"
16,0.0000,Tx-Rx,0,-84.6937,"3.90000 1.25000 -0.80000, 8.45000 1.10000 7.95000"
17,0.0000,Tx-Rx,0,-77.9681,"3.90000 1.25000 -0.80000, 8.35000 1.10000 7.95000"
18,0.0000,Tx-Rx,0,-103.9225,"3.90000 1.25000 -0.80000, 8.25000 1.10000 7.95000"
19,0.0000,Tx-Rx,0,-120.0000,"3.90000 1.25000 -0.80000, 8.15000 1.10000 7.95000"
20,0.0000,Tx-Rx,0,-108.7727,"3.90000 1.25000 -0.80000, 8.05000 1.10000 7.95000"
21,0.0000,Tx-Rx,0,-68.2081,"3.90000 1.25000 -0.80000, 7.95000 1.10000 7.95000"
22,0.0000,Tx-Rx,0,-70.8401,"3.90000 1.25000 -0.80000, 7.85000 1.10000 7.95000"
23,0.0000,Tx-Rx,0,-73.8958,"3.90000 1.25000 -0.80000, 7.75000 1.10000 7.95000"
24,0.0000,Tx-Rx,0,-71.0092,"3.90000 1.25000 -0.80000, 7.65000 1.10000 7.95000"
25,0.0000,Tx-Rx,0,-64.5325,"3.90000 1.25000 -0.80000, 7.55000 1.10000 7.95000"
26,0.0000,Tx-Rx,0,-54.9689,"3.90000 1.25000 -0.80000, 7.45000 1.10000 7.95000"
27,0.0000,Tx-Rx,0,-55.5353,"3.90000 1.25000 -0.80000, 7.35000 1.10000 7.95000"
28,0.0000,Tx-Rx,0,-55.9713,"3.90000 1.25000 -0.80000, 7.25000 1.10000 7.95000"
29,0.0000,Tx-Rx,0,-56.9675,"3.90000 1.25000 -0.80000, 7.15000 1.10000 7.95000"
30,0.0000,Tx-Rx,0,-59.8967,"3.90000 1.25000 -0.80000, 7.05000 1.10000 7.95000"
31,0.0000,Tx-Rx,0,-56.3434,"3.90000 1.25000 -0.80000, 6.95000 1.10000 7.95000"
32,0.0000,Tx-Rx,0,-56.5027,"3.90000 1.25000 -0.80000, 6.85000 1.10000 7.95000"
33,0.0000,Tx-Rx,0,-54.5546,"3.90000 1.25000 -0.80000, 6.75000 1.10000 7.95000"
34,0.0000,Tx-Rx,0,-52.9211,"3.90000 1.25000 -0.80000, 6.65000 1.10000 7.95000"
35,0.0000,Tx-Rx,0,-53.1203,"3.90000 1.25000 -0.80000, 6.55000 1.10000 7.95000"
36,0.0000,Tx-Rx,0,-53.1417,"3.90000 1.25000 -0.80000, 6.45000 1.10000 7.95000"
37,0.0000,Tx-Rx,0,-53.1070,"3.90000 1.25000 -0.80000, 6.35000 1.10000 7.95000"
38,0.0000,Tx-Rx,0,-52.9102,"3.90000 1.25000 -0.80000, 6.25000 1.10000 7.95000"
39,0.0000,Tx-Rx,0,-51.9000,"3.90000 1.25000 -0.80000, 6.15000 1.10000 7.95000"
40,0.0000,Tx-Rx,0,-53.5411,"3.90000 1.25000 -0.80000, 6.05000 1.10000 7.95000"
41,0.0000,Tx-Rx,0,-57.3914,"3.90000 1.25000 -0.80000, 5.95000 1.10000 7.95000"
42,0.0000,Tx-Rx,0,-54.2783,"3.90000 1.25000 -0.80000, 5.85000 1.10000 7.95000"
43,0.0000,Tx-Rx,0,-52.4696,"3.90000 1.25000 -0.80000, 5.75000 1.10000 7.95000"
44,0.0000,Tx-Rx,0,-53.8184,"3.90000 1.25000 -0.80000, 5.65000 1.10000 7.95000"
45,0.0000,Tx-Rx,0,-53.4963,"3.90000 1.25000 -0.80000, 5.55000 1.10000 7.95000"
46,0.0000,Tx-Rx,0,-52.5155,"3.90000 1.25000 -0.80000, 5.45000 1.10000 7.95000"
47,0.0000,Tx-Rx,0,-52.1374,"3.90000 1.25000 -0.80000, 5.35000 1.10000 7.95000"
48,0.0000,Tx-Rx,0,-51.6700,"3.90000 1.25000 -0.80000, 5.25000 1.10000 7.95000"
49,0.0000,Tx-Rx,0,-49.6615,"3.90000 1.25000 -0.80000, 5.15000 1.10000 7.95000"
50,0.0000,Tx-Rx,0,-51.7426,"3.90000 1.25000 -0.80000, 5.05000 1.10000 7.95000"
51,0.0000,Tx-Rx,0,-51.4604,"3.90000 1.25000 -0.80000, 4.95000 1.10000 7.95000"
52,0.0000,Tx-Rx,0,-51.5426,"3.90000 1.25000 -0.80000, 4.85000 1.10000 7.95000"
53,0.0000,Tx-Rx,0,-52.3180,"3.90000 1.25000 -0.80000, 4.75000 1.10000 7.95000"
54,0.0000,Tx-Rx,0,-52.4909,"3.90000 1.25000 -0.80000, 4.65000 1.10000 7.95000"
55,0.0000,Tx-Rx,0,-52.3259,"3.90000 1.25000 -0.80000, 4.55000 1.10000 7.95000"
56,0.0000,Tx-Rx,0,-52.8676,"3.90000 1.25000 -0.80000, 4.45000 1.10000 7.95000"
57,0.0000,Tx-Rx,0,-53.3977,"3.90000 1.25000 -0.80000, 4.35000 1.10000 7.95000"
58,0.0000,Tx-Rx,0,-52.8265,"3.90000 1.25000 -0.80000, 4.25000 1.10000 7.95000"
59,0.0000,Tx-Rx,0,-53.1234,"3.90000 1.25000 -0.80000, 4.15000 1.10000 7.95000"
60,0.0000,Tx-Rx,0,-53.0153,"3.90000 1.25000 -0.80000, 4.05000 1.10000 7.95000"
61,0.0000,Tx-Rx,0,-53.3625,"3.90000 1.25000 -0.80000, 3.95000 1.10000 7.95000"
62,0.0000,Tx-Rx,0,-53.1861,"3.90000 1.25000 -0.80000, 3.85000 1.10000 7.95000"
63,0.0000,Tx-Rx,0,-52.9658,"3.90000 1.25000 -0.80000, 3.75000 1.10000 7.95000"
64,0.0000,Tx-Rx,0,-52.8485,"3.90000 1.25000 -0.80000, 3.65000 1.10000 7.95000"
65,0.0000,Tx-Rx,0,-52.6004,"3.90000 1.25000 -0.80000, 3.55000 1.10000 7.95000"
66,0.0000,Tx-Rx,0,-52.4873,"3.90000 1.25000 -0.80000, 3.45000 1.10000 7.95000"
67,0.0000,Tx-Rx,0,-52.2013,"3.90000 1.25000 -0.80000, 3.35000 1.10000 7.95000"
68,0.0000,Tx-Rx,0,-52.6260,"3.90000 1.25000 -0.80000, 3.25000 1.10000 7.95000"
69,0.0000,Tx-Rx,0,-52.5401,"3.90000 1.25000 -0.80000, 3.15000 1.10000 7.95000"
