Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,RSS_dBm,Interaction_Coordinates
1,0.0000,Tx-Rx,0,-49.0692,"3.90000 1.25000 -0.80000, 4.00000 1.10000 4.00000"
1,-12.6835,Tx-I-Rx,1,-49.0692,"3.90000 1.25000 -0.80000, -0.00000 1.17595 1.56961, 4.00000 1.10000 4.00000"
1,-14.1953,Tx-I-Rx,1,-49.0692,"3.90000 1.25000 -0.80000, 3.93376 1.19935 -5.79099, 4.00000 1.10000 4.00000"
1,-14.6587,Tx-I-Rx,1,-49.0692,"3.90000 1.25000 -0.80000, 6.28413 0.83661 6.44742, 4.00000 1.10000 4.00000"
1,-16.1465,Tx-I-Rx,1,-49.0692,"3.90000 1.25000 -0.80000, 3.94794 3.00000 1.50135, 4.00000 1.10000 4.00000"
1,-16.2370,Tx-I-Rx,1,-49.0692,"3.90000 1.25000 -0.80000, 10.00000 1.17438 1.61981, 4.00000 1.10000 4.00000"
1,-16.5911,Tx-I-Rx,1,-49.0692,"3.90000 1.25000 -0.80000, 3.96875 1.14688 8.00000, 4.00000 1.10000 4.00000"
1,-21.2420,Tx-I-I-Rx,2,-49.0692,"3.90000 1.25000 -0.80000, -0.00000 1.17595 5.51896, 1.53123 1.14688 8.00000, 4.00000 1.10000 4.00000"
1,-22.8987,Tx-I-I-Rx,2,-49.0692,"3.90000 1.25000 -0.80000, 6.81975 1.19593 -7.00000, 8.00000 1.17407 -4.49392, 4.00000 1.10000 4.00000"
1,-24.9287,Tx-I-I-Rx,2,-49.0692,"3.90000 1.25000 -0.80000, 10.00000 0.06531 1.61983, 9.66408 0.00000 1.75309, 4.00000 1.10000 4.00000"
1,-25.3609,Tx-I-I-I-Rx,3,-49.0692,"3.90000 1.25000 -0.80000, 8.51254 0.61145 0.62446, 4.04242 0.00000 1.83038, -0.00000 0.55289 2.92091, 4.00000 1.10000 4.00000"
1,-25.4711,Tx-I-I-Rx,2,-49.0692,"3.90000 1.25000 -0.80000, 3.95319 0.00000 6.00846, 3.96875 0.36562 8.00000, 4.00000 1.10000 4.00000"
