Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
215,-58.2847,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 2.08341 1.00000 1.94646, 5.02604 1.00000 5.81494, 2.08725 1.00000 5.34364"
215,-58.3543,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 0.25157 2.63783 7.40635, 0.54362 3.02001 7.07818, 2.08725 1.00000 5.34364"
215,-58.4427,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, -2.13524 0.65431 5.99125, -5.65853 0.76239 7.07860, -4.59651 0.79497 7.40635, 2.08725 1.00000 5.34364"
215,-58.5956,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.61557 0.39713 4.41348, 2.08725 1.00000 5.34364"
215,-58.8537,Tx-T-R-R-R-R-T-Rx,8,"-1.00000 1.00000 6.00000, 0.11545 0.79691 4.20705, 0.21322 0.77911 4.04991, 0.54362 0.83926 3.51882, 0.74780 0.80209 3.19064, 0.87403 0.77911 3.39354, 1.20444 0.83926 3.92463, 2.08725 1.00000 5.34364"
215,-58.9161,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.45167 0.96347 3.75496, 2.51513 0.99535 5.61461, 2.08725 1.00000 5.34364"
215,-59.1955,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 2.44416 1.00024 7.40549, 2.15290 1.00004 5.72291, 2.13416 1.00003 5.61461, 2.08725 1.00000 5.34364"
215,-59.5709,Tx-R-D-R-R-Rx,6,"-1.00000 1.00000 6.00000, 5.57273 0.99235 3.76656, 5.49343 0.99225 3.73961, 5.57273 0.99243 3.62415, 4.42047 0.99493 1.94646, 2.08725 1.00000 5.34364"
215,-59.6551,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.17503 1.00000 1.96475, 5.61647 1.00000 2.34040, 2.08725 1.00000 5.34364"
216,-28.7154,Tx-Rx,2,"-1.00000 1.00000 6.00000, 1.58725 1.00000 5.34364"
216,-39.6726,Tx-T-R-T-Rx,5,"-1.00000 1.00000 6.00000, 0.16458 0.09976 5.70456, 0.29363 0.00000 5.67182, 0.42267 0.09976 5.63908, 1.58725 1.00000 5.34364"
216,-41.8458,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -1.35089 0.83661 5.76840, 1.58725 1.00000 5.34364"
216,-46.5365,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, 0.40759 1.00000 1.94646, 1.58725 1.00000 5.34364"
216,-47.2877,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.48666 1.00000 7.40635, -0.34218 1.00000 7.80215, -0.34034 1.00000 7.79980, 1.58725 1.00000 5.34364"
216,-47.7474,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.61461, 1.58725 1.00000 5.34364"
216,-49.2232,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, -0.02466 0.83926 3.19304, 0.40805 0.88241 1.94646, 1.58725 1.00000 5.34364"
216,-49.6692,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, -5.65853 1.00000 5.74315, 1.58725 1.00000 5.34364"
216,-49.717,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, 0.29363 3.02001 5.67182, 1.58725 1.00000 5.34364"
216,-49.7725,Tx-T-T-D-Rx,5,"-1.00000 1.00000 6.00000, -0.47510 1.00000 7.40635, -0.34034 1.00000 7.76740, -0.32738 1.00000 7.80211, 1.58725 1.00000 5.34364"
216,-49.8411,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 0.40664 0.87707 1.94646, 0.83922 0.83926 3.19304, 1.58725 1.00000 5.34364"
216,-50.4125,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 7.35755, -5.49108 1.00000 7.40635, 1.58725 1.00000 5.34364"
216,-50.6502,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.39163 2.51723 1.96475, 1.58725 1.00000 5.34364"
216,-50.9703,Tx-D-T-T-R-R-Rx,7,"-1.00000 1.00000 6.00000, 0.25875 0.54418 3.96763, 0.92479 0.63641 2.88025, 0.97717 0.64367 2.79475, 1.48305 0.71373 1.96885, 2.56872 0.86408 3.74130, 1.58725 1.00000 5.34364"
216,-52.093,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 1.94533 0.90418 5.70110, -1.33646 0.79742 5.36805, 1.58725 1.00000 5.34364"
216,-52.2083,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.39169 2.50925 1.96069, 1.58725 1.00000 5.34364"
216,-52.7227,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, 0.29363 0.09976 5.67182, 1.58725 1.00000 5.34364"
216,-53.4464,Tx-T-T-R-D-Rx,6,"-1.00000 1.00000 6.00000, 0.50992 0.89869 2.83478, 0.54212 0.89653 2.76728, 0.93368 0.87026 1.94646, 1.83577 0.80973 3.83748, 1.58725 1.00000 5.34364"
216,-53.643,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 5.83747, 5.04162 1.00000 5.46416, 1.58725 1.00000 5.34364"
216,-53.8402,Tx-D-T-T-R-R-Rx,7,"-1.00000 1.00000 6.00000, 0.25375 0.54411 3.96326, 0.91867 0.63607 2.88025, 0.97115 0.64333 2.79477, 1.47822 0.71345 1.96885, 2.56872 0.86426 3.74504, 1.58725 1.00000 5.34364"
216,-53.8438,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.48804 1.00000 7.40635, -0.34403 1.00000 7.80193, -0.34034 1.00000 7.79723, 1.58725 1.00000 5.34364"
216,-54.003,Tx-T-R-T-D-Rx,6,"-1.00000 1.00000 6.00000, 0.04724 0.09976 4.97590, 0.16329 0.00000 4.86242, 0.27933 0.09976 4.74894, 0.62219 0.39449 4.41366, 1.58725 1.00000 5.34364"
216,-54.6088,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 3.08430, -3.84056 1.00000 1.94646, 1.58725 1.00000 5.34364"
216,-54.8558,Tx-D-R-R-R-Rx,6,"-1.00000 1.00000 6.00000, 0.08886 0.52479 3.77468, 0.10360 0.52314 3.74903, 1.29841 0.68845 1.94646, 2.56872 0.86421 3.86293, 1.58725 1.00000 5.34364"
216,-55.045,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 0.36867 3.02001 3.77620, 0.39575 3.05998 3.73219, 0.41887 3.02001 3.76346, 1.58725 1.00000 5.34364"
216,-55.2956,Tx-R-D-T-T-R-R-R-Rx,9,"-1.00000 1.00000 6.00000, 1.53001 1.16087 10.06890, 1.78265 1.17692 9.66257, 1.87934 1.17055 9.50707, 1.90357 1.16895 9.46810, 1.94533 1.16620 9.40095, 0.86289 1.09490 7.66022, 1.94533 1.02359 5.91948, 1.58725 1.00000 5.34364"
216,-55.4531,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, -1.33824 0.81579 5.70796, -0.18462 0.09976 5.56429, -0.02389 0.00000 5.54428, 0.13683 0.09976 5.52426, 1.58725 1.00000 5.34364"
216,-55.4775,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.73273, 2.05357 1.00000 5.72291, 1.94533 1.00000 5.63487, 1.58725 1.00000 5.34364"
216,-55.5389,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, -1.33973 0.77583 5.70714, -0.22540 0.09976 5.56875, -0.06098 0.00000 5.54833, 0.10345 0.09976 5.52791, 1.58725 1.00000 5.34364"
216,-55.6001,Tx-R-R-R-Rx,5,"-1.00000 1.00000 6.00000, -5.65853 0.29541 7.35756, -5.49108 0.27009 7.40635, -4.36490 0.09976 7.07817, 1.58725 1.00000 5.34364"
216,-55.6262,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 4.73133 1.35456 1.94646, 5.46927 1.40021 2.46837, 5.57273 1.39008 2.54112, 1.58725 1.00000 5.34364"
216,-55.9622,Tx-T-T-R-R-R-Rx,7,"-1.00000 1.00000 6.00000, 0.19439 0.53093 4.07059, 0.34282 0.47264 3.83082, 1.29231 0.09976 2.29703, 1.49547 0.17954 1.96885, 2.58593 0.60779 3.73038, 1.58725 1.00000 5.34364"
216,-55.9972,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 0.27446 0.47592 3.38141, 0.95370 0.74708 4.39666, 1.01374 0.77105 4.48641, 1.58725 1.00000 5.34364"
216,-56.0099,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 0.86289 1.00000 7.40635, 1.94533 1.00000 5.85638, 1.58725 1.00000 5.34364"
216,-56.0199,Tx-T-T-D-Rx,5,"-1.00000 1.00000 6.00000, -0.47648 1.00000 7.40635, -0.34034 1.00000 7.77206, -0.32924 1.00000 7.80189, 1.58725 1.00000 5.34364"
216,-56.0532,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 0.08341 0.52918 3.76155, 1.29066 0.69313 1.94646, 2.56872 0.86671 3.86801, 1.58725 1.00000 5.34364"
216,-56.065,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 0.58278 0.47017 3.37858, 1.10290 0.74452 4.39610, 1.14901 0.76884 4.48631, 1.58725 1.00000 5.34364"
216,-56.1312,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 0.39078 2.50397 1.94646, 0.39566 2.50925 1.96069, 1.58725 1.00000 5.34364"
216,-56.8775,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 5.57273 1.00217 3.80270, 5.47440 1.00220 3.76983, 1.58725 1.00000 5.34364"
216,-57.086,Tx-R-R-R-D-Rx,6,"-1.00000 1.00000 6.00000, -5.58405 0.30380 7.40635, -5.65853 0.29249 7.38350, -4.38950 0.09976 6.99417, -1.16749 0.58910 6.00568, 1.58725 1.00000 5.34364"
216,-57.2046,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.89136, -5.65853 1.00000 5.61090, 1.58725 1.00000 5.34364"
216,-57.2209,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 0.38719 2.50925 1.96069, 0.39220 2.50295 1.94646, 1.58725 1.00000 5.34364"
216,-57.7554,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 0.54791 0.54222 4.41356, 0.62174 0.52038 4.33789, 0.66358 0.54117 4.38147, 1.58725 1.00000 5.34364"
216,-57.7989,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 5.57273 1.00476 3.80269, 5.47445 1.00483 3.76983, 2.08509 1.00062 5.61461, 1.58725 1.00000 5.34364"
216,-57.9278,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 2.08341 1.00000 1.94646, 5.02604 1.00000 5.81494, 1.58725 1.00000 5.34364"
216,-57.9294,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.17503 1.00000 1.96475, 5.61647 1.00000 2.29838, 1.58725 1.00000 5.34364"
216,-58.1205,Tx-T-R-T-D-Rx,6,"-1.00000 1.00000 6.00000, 0.31036 0.09976 4.70450, 0.45556 0.00000 4.56094, 0.60077 0.09976 4.41738, 0.61126 0.10697 4.40701, 1.58725 1.00000 5.34364"
216,-58.3571,Tx-T-R-D-T-Rx,6,"-1.00000 1.00000 6.00000, -0.48378 1.00000 7.40635, -0.34034 1.00000 7.79713, -0.34218 1.00000 7.80215, -0.34034 1.00000 7.79980, 1.58725 1.00000 5.34364"
216,-58.4514,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 0.04887 2.63783 7.40635, 0.29362 3.02001 7.07818, 1.58725 1.00000 5.34364"
216,-58.4903,Tx-R-R-R-R-R-Rx,7,"-1.00000 1.00000 6.00000, -5.21543 0.36243 7.40635, -5.65853 0.29542 7.25853, -5.34867 0.24855 7.15515, -4.59569 0.13467 7.40635, -4.36489 0.09976 7.32935, 1.58725 1.00000 5.34364"
217,-26.9887,Tx-Rx,2,"-1.00000 1.00000 6.00000, 1.08725 1.00000 5.34364"
217,-37.9273,Tx-T-R-T-Rx,5,"-1.00000 1.00000 6.00000, -0.06048 0.09976 5.70456, 0.04363 0.00000 5.67182, 0.14774 0.09976 5.63908, 1.08725 1.00000 5.34364"
217,-40.3839,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -1.35211 0.84289 5.76715, 1.08725 1.00000 5.34364"
217,-44.7142,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.48804 1.00000 7.40635, -0.34403 1.00000 7.80193, -0.34034 1.00000 7.79559, 1.08725 1.00000 5.34364"
217,-45.8632,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.61461, 1.08725 1.00000 5.34364"
217,-46.7107,Tx-T-T-D-Rx,5,"-1.00000 1.00000 6.00000, -0.47648 1.00000 7.40635, -0.34034 1.00000 7.77206, -0.32924 1.00000 7.80189, 1.08725 1.00000 5.34364"
217,-47.902,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, 0.04363 0.09976 5.67182, 1.08725 1.00000 5.34364"
217,-49.2861,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, 0.04363 3.02001 5.67182, 1.08725 1.00000 5.34364"
217,-49.2895,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.32549 1.00065 4.47206, 1.08725 1.00000 5.34364"
217,-49.2967,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, -5.65853 1.00000 5.73188, 1.08725 1.00000 5.34364"
217,-49.8909,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.26208 1.00068 4.47251, 1.08725 1.00000 5.34364"
217,-50.0613,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.62329 1.00000 7.40635, -5.65853 1.00000 7.39563, 1.08725 1.00000 5.34364"
217,-50.1746,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 0.27444 0.83686 4.20705, 0.38799 0.85965 4.36583, 0.44242 0.87057 4.44195, 1.08725 1.00000 5.34364"
217,-50.1971,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 0.27218 0.77797 4.20870, 0.37447 0.80583 4.35113, 0.43471 0.82224 4.43501, 1.08725 1.00000 5.34364"
217,-50.4645,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.12269 2.51723 1.96475, 1.08725 1.00000 5.34364"
217,-50.6466,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.48666 1.00000 7.40635, -0.34218 1.00000 7.80215, -0.34034 1.00000 7.79898, 1.08725 1.00000 5.34364"
217,-52.0281,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.12274 2.50925 1.96069, 1.08725 1.00000 5.34364"
217,-52.523,Tx-T-R-D-T-Rx,6,"-1.00000 1.00000 6.00000, -0.48378 1.00000 7.40635, -0.34034 1.00000 7.79713, -0.34218 1.00000 7.80215, -0.34034 1.00000 7.79898, 1.08725 1.00000 5.34364"
217,-53.0713,Tx-T-T-D-Rx,5,"-1.00000 1.00000 6.00000, -0.47510 1.00000 7.40635, -0.34034 1.00000 7.76740, -0.32738 1.00000 7.80211, 1.08725 1.00000 5.34364"
217,-53.0911,Tx-T-T-R-R-Rx,6,"-1.00000 1.00000 6.00000, 0.51609 0.87867 2.84159, 0.55022 0.87593 2.77048, 0.94576 0.84428 1.94646, 1.82725 0.77373 3.78282, 1.08725 1.00000 5.34364"
217,-53.8708,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 5.84168, 5.04162 1.00000 5.47803, 1.08725 1.00000 5.34364"
217,-53.9617,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 0.10417 3.02001 3.77620, 0.12602 3.05998 3.73219, 0.14467 3.02001 3.76346, 1.08725 1.00000 5.34364"
217,-54.1771,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, -1.34355 0.80647 5.72172, -0.39259 0.09976 5.57381, -0.25836 0.00000 5.55293, -0.12412 0.09976 5.53205, 1.08725 1.00000 5.34364"
217,-54.434,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 2.95647, -4.11258 1.00000 1.94646, 1.08725 1.00000 5.34364"
217,-54.5205,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -0.26912 1.00000 1.94646, 0.71533 1.00000 7.40635, 1.08725 1.00000 5.34364"
217,-55.1184,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 2.44311 1.00000 7.40651, 1.08725 1.00000 5.34364"
217,-55.3672,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 0.27219 0.77912 4.20840, 0.37487 0.80694 4.35141, 0.43497 0.82323 4.43513, 1.08725 1.00000 5.34364"
217,-55.377,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 2.54778 1.00000 7.41774, 2.54647 1.00000 7.41959, 1.08725 1.00000 5.34364"
217,-55.528,Tx-R-R-R-Rx,5,"-1.00000 1.00000 6.00000, -5.62328 0.27009 7.40635, -5.65853 0.26452 7.39563, -4.61490 0.09976 7.07817, 1.08725 1.00000 5.34364"
217,-55.6479,Tx-T-R-T-D-Rx,6,"-1.00000 1.00000 6.00000, 0.11175 0.09976 5.02970, 0.23494 0.00000 4.92217, 0.35813 0.09976 4.81465, 0.75553 0.42155 4.46781, 1.08725 1.00000 5.34364"
217,-55.8346,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.17503 1.00000 1.96475, 5.61647 1.00000 2.26482, 1.08725 1.00000 5.34364"
217,-56.1916,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 0.12200 2.50397 1.94646, 0.12594 2.50925 1.96069, 1.08725 1.00000 5.34364"
217,-56.2261,Tx-D-T-R-T-R-R-Rx,8,"-1.00000 1.00000 6.00000, 0.16329 0.52920 3.55369, 0.24996 0.49749 3.37498, 0.50030 0.40588 2.85873, 0.52828 0.41212 2.80044, 0.93825 0.50349 1.94646, 1.81830 0.69964 3.77963, 1.08725 1.00000 5.34364"
217,-56.2439,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.73273, 2.05357 1.00000 5.72291, 1.94533 1.00000 5.68042, 1.08725 1.00000 5.34364"
217,-56.3711,Tx-T-T-D-R-Rx,6,"-1.00000 1.00000 6.00000, -0.48376 1.00000 7.40635, -0.34034 1.00000 7.79706, -0.33849 1.00000 7.80211, -0.34034 1.00000 7.79893, 1.08725 1.00000 5.34364"
217,-56.3779,Tx-R-R-D-Rx,5,"-1.00000 1.00000 6.00000, -5.51217 0.82735 7.40635, -5.65853 0.82175 7.36074, -1.25882 0.65340 5.98943, 1.08725 1.00000 5.34364"
217,-56.526,Tx-T-R-D-T-Rx,6,"-1.00000 1.00000 6.00000, 0.02928 0.09976 4.66342, 0.14333 0.00000 4.51531, 0.22357 0.07017 4.41112, 0.25105 0.09976 4.44079, 1.08725 1.00000 5.34364"
217,-56.9347,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 0.32684 1.00871 4.46975, 1.08725 1.00000 5.34364"
217,-57.1374,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 5.57273 1.00154 3.80270, 5.47439 1.00156 3.76983, 1.08725 1.00000 5.34364"
217,-57.1853,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 0.27443 0.83806 4.20673, 0.38845 0.86078 4.36622, 0.44272 0.87159 4.44212, 1.08725 1.00000 5.34364"
217,-57.322,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 0.11911 2.50925 1.96069, 0.12315 2.50295 1.94646, 1.08725 1.00000 5.34364"
217,-57.432,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.21057 1.00000 1.96475, 5.61647 1.00000 2.24265, 1.08725 1.00000 5.34364"
217,-58.5031,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 0.20729 0.54056 4.41361, 0.26405 0.51896 4.33902, 0.32587 0.55508 4.41446, 1.08725 1.00000 5.34364"
217,-58.5489,Tx-R-R-R-R-R-Rx,7,"-1.00000 1.00000 6.00000, -5.03838 0.36243 7.40635, -5.65853 0.26453 7.19039, -5.55735 0.24855 7.15515, -4.83600 0.13467 7.40635, -4.61489 0.09976 7.32935, 1.08725 1.00000 5.34364"
217,-59.0641,Tx-T-R-T-D-Rx,6,"-1.00000 1.00000 6.00000, -0.11890 0.09976 4.97679, -0.02126 0.00000 4.86341, 0.07638 0.09976 4.75003, 0.36554 0.39520 4.41423, 1.08725 1.00000 5.34364"
217,-59.0844,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -0.15383 2.63783 7.40635, 0.04362 3.02001 7.07818, 1.08725 1.00000 5.34364"
217,-59.2051,Tx-T-R-D-T-Rx,6,"-1.00000 1.00000 6.00000, 0.08835 0.09976 4.57565, 0.20895 0.00000 4.41782, 0.20912 0.00013 4.41760, 0.29661 0.09976 4.50987, 1.08725 1.00000 5.34364"
217,-59.2255,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.49382 1.00000 7.40635, -0.35144 1.00000 7.80193, -0.34034 1.00000 7.78297, 1.08725 1.00000 5.34364"
217,-59.2313,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, -1.43369 0.89955 5.71617, -5.65853 0.93823 2.95616, -4.11294 0.95238 1.94646, 1.08725 1.00000 5.34364"
217,-59.2363,Tx-T-R-T-R-Rx,6,"-1.00000 1.00000 6.00000, -0.68890 0.09976 5.90217, -0.65443 0.00000 5.89133, -0.61996 0.09976 5.88049, 0.38920 3.02001 5.56315, 1.08725 1.00000 5.34364"
218,-24.8862,Tx-Rx,2,"-1.00000 1.00000 6.00000, 0.58725 1.00000 5.34364"
218,-36.2932,Tx-T-R-T-Rx,5,"-1.00000 1.00000 6.00000, -0.28554 0.09976 5.70456, -0.20637 0.00000 5.67182, -0.12720 0.09976 5.63908, 0.58725 1.00000 5.34364"
218,-37.5861,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, -0.35653 1.00000 7.40635, 0.58725 1.00000 5.34364"
218,-38.6026,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -1.35382 0.85171 5.76540, 0.58725 1.00000 5.34364"
218,-44.7822,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, -0.20637 0.09976 5.67182, 0.58725 1.00000 5.34364"
218,-44.8028,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.61461, 0.58725 1.00000 5.34364"
218,-45.5508,Tx-T-T-D-Rx,5,"-1.00000 1.00000 6.00000, -0.47648 1.00000 7.40635, -0.34034 1.00000 7.77206, -0.32924 1.00000 7.80189, 0.58725 1.00000 5.34364"
218,-45.6518,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.48804 1.00000 7.40635, -0.34403 1.00000 7.80193, -0.34034 1.00000 7.79218, 0.58725 1.00000 5.34364"
218,-47.461,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -1.34754 0.84114 4.80723, 0.58725 1.00000 5.34364"
218,-47.5512,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -0.03261 0.77803 4.20833, 0.58725 1.00000 5.34364"
218,-47.5732,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -0.03085 0.83686 4.20705, 0.58725 1.00000 5.34364"
218,-48.3384,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -1.15829 0.64613 5.80324, 0.58725 1.00000 5.34364"
218,-48.9075,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, -5.65853 1.00000 5.71959, 0.58725 1.00000 5.34364"
218,-49.0806,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, -0.20637 3.02001 5.67182, 0.58725 1.00000 5.34364"
218,-49.6946,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.42059 1.00000 7.40635, -5.65853 1.00000 7.33065, 0.58725 1.00000 5.34364"
218,-50.3114,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -0.14624 2.51723 1.96475, 0.58725 1.00000 5.34364"
218,-51.8575,Tx-T-T-D-Rx,5,"-1.00000 1.00000 6.00000, -0.48225 1.00000 7.40635, -0.34034 1.00000 7.79183, -0.33664 1.00000 7.80189, 0.58725 1.00000 5.34364"
218,-51.8796,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -0.14621 2.50925 1.96069, 0.58725 1.00000 5.34364"
218,-52.3358,Tx-T-R-D-T-Rx,6,"-1.00000 1.00000 6.00000, -0.48378 1.00000 7.40635, -0.34034 1.00000 7.79713, -0.34218 1.00000 7.80215, -0.34034 1.00000 7.79727, 0.58725 1.00000 5.34364"
218,-52.5865,Tx-T-T-D-R-Rx,6,"-1.00000 1.00000 6.00000, -0.48376 1.00000 7.40635, -0.34034 1.00000 7.79706, -0.33849 1.00000 7.80211, -0.34034 1.00000 7.79721, 0.58725 1.00000 5.34364"
218,-52.9179,Tx-T-R-T-R-Rx,6,"-1.00000 1.00000 6.00000, -0.28554 0.09976 4.68251, -0.20637 0.00000 4.53651, -0.12720 0.09976 4.39052, -0.02841 0.22425 4.20833, 0.58725 1.00000 5.34364"
218,-53.0194,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, -0.16034 3.02001 3.77620, -0.14372 3.05998 3.73219, -0.12954 3.02001 3.76346, 0.58725 1.00000 5.34364"
218,-54.0927,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 5.84567, 5.04162 1.00000 5.49120, 0.58725 1.00000 5.34364"
218,-54.1779,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 2.54778 1.00000 7.41774, 2.54603 1.00000 7.41959, 0.58725 1.00000 5.34364"
218,-54.1785,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 5.33582 1.00000 1.94646, 5.61647 1.00000 2.12601, 0.58725 1.00000 5.34364"
218,-54.1968,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, -1.16246 0.65381 5.91815, -0.57628 0.09976 5.72568, -0.47074 0.00000 5.69102, -0.36520 0.09976 5.65637, 0.58725 1.00000 5.34364"
218,-54.253,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 2.81691, -4.38460 1.00000 1.94646, 0.58725 1.00000 5.34364"
218,-54.3185,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -0.03086 0.83806 4.20673, 0.58725 1.00000 5.34364"
218,-54.5711,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, -2.27461 1.00000 1.96680, 0.58725 1.00000 5.34364"
218,-55.2996,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, -1.16355 0.65935 5.92369, -0.57311 0.09976 5.72808, -0.46786 0.00000 5.69320, -0.36260 0.09976 5.65833, 0.58725 1.00000 5.34364"
218,-55.4664,Tx-R-R-R-Rx,5,"-1.00000 1.00000 6.00000, -5.42058 0.27009 7.40635, -5.65853 0.23080 7.33065, -4.86490 0.09976 7.07817, 0.58725 1.00000 5.34364"
218,-55.7889,Tx-T-D-T-Rx,5,"-1.00000 1.00000 6.00000, 1.94533 1.00000 5.73273, 2.05357 1.00000 5.72291, 1.94533 1.00000 5.69491, 0.58725 1.00000 5.34364"
218,-55.9259,Tx-R-R-R-Rx,5,"-1.00000 1.00000 6.00000, -5.65853 1.00000 7.18651, -4.79535 1.00000 7.40635, 1.94533 1.00000 5.68953, 0.58725 1.00000 5.34364"
218,-56.1899,Tx-R-R-D-Rx,5,"-1.00000 1.00000 6.00000, -5.31505 0.82780 7.40635, -5.65853 0.81409 7.29441, -1.65534 0.65433 5.98970, 0.58725 1.00000 5.34364"
