Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
71,-63.0392,Tx-R-D-R-R-Rx,6,"-1.00000 1.00000 6.00000, 5.57273 0.96881 3.80212, 5.47519 0.96835 3.76950, 3.76737 0.98548 6.24580, 5.15072 0.99936 8.25162, 5.08725 1.00000 8.34364"
71,-63.0709,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 0.78297 0.47147 4.47061, 2.04084 0.09976 5.60245, 2.05435 0.10375 5.61461, 2.17471 0.13932 5.72291, 5.08725 1.00000 8.34364"
71,-63.248,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 5.60481 1.00000 7.52665, 5.61647 1.00000 7.54426, 5.58630 1.00000 7.58983, 5.15072 1.00000 8.24778, 5.08725 1.00000 8.34364"
71,-63.3346,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 5.17503 1.00000 1.96475, 5.57273 1.00000 2.60604, 3.55089 1.00000 5.86626, 5.08725 1.00000 8.34364"
71,-63.4512,Tx-T-D-T-R-R-Rx,7,"-1.00000 1.00000 6.00000, -0.48666 1.00000 7.40635, -0.34218 1.00000 7.80215, -0.34034 1.00000 7.80092, 2.02822 1.00000 6.22830, 5.15072 1.00000 8.30150, 5.08725 1.00000 8.34364"
71,-63.7063,Tx-D-R-T-R-T-Rx,7,"-1.00000 1.00000 6.00000, 2.44703 1.00021 7.40476, 3.72355 1.00014 6.33660, 5.22177 1.00005 7.59027, 5.60468 1.00003 7.91068, 5.15072 1.00000 8.29054, 5.08725 1.00000 8.34364"
71,-63.828,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, -5.65853 1.00000 2.31377, -5.21745 1.00000 1.96475, 5.08725 1.00000 8.34364"
71,-63.8891,Tx-R-R-D-Rx,5,"-1.00000 1.00000 6.00000, -5.65853 1.00000 2.83336, -4.35379 1.00000 1.94646, 1.94533 1.00000 6.22830, 5.08725 1.00000 8.34364"
71,-63.9178,Tx-R-R-R-R-T-T-Rx,8,"-1.00000 1.00000 6.00000, 2.35292 1.00000 7.41959, 4.91083 1.00000 6.33660, 5.61647 1.00000 6.63536, 3.33441 1.00000 7.60153, 3.41856 1.00000 7.63715, 3.80808 1.00000 7.80207, 5.08725 1.00000 8.34364"
71,-63.9409,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 2.44539 1.00029 7.40513, 3.40734 1.00019 6.33660, 5.15072 1.00001 8.27314, 5.08725 1.00000 8.34364"
71,-63.9686,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, -0.27588 0.99574 7.40635, 1.21302 0.98697 4.51469, 2.31944 0.99069 1.96475, 5.08725 1.00000 8.34364"
71,-64.1602,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 0.61018 0.49965 4.41282, 1.97898 0.10216 5.61461, 1.98724 0.09976 5.62186, 2.10233 0.13318 5.72291, 5.08725 1.00000 8.34364"
71,-64.2417,Tx-R-D-T-T-Rx,6,"-1.00000 1.00000 6.00000, -5.65853 1.00000 6.37610, 5.60166 1.00000 7.28516, 5.45347 1.00000 7.59010, 5.15072 1.00000 8.21305, 5.08725 1.00000 8.34364"
71,-64.3167,Tx-R-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.60327 1.00000 7.46197, 3.80807 0.99999 7.85943, 3.35414 0.99999 7.95993, 3.80804 1.00000 8.06042, 5.08725 1.00000 8.34364"
71,-64.3917,Tx-D-R-T-R-T-Rx,7,"-1.00000 1.00000 6.00000, 0.62492 0.90287 2.80872, 1.27787 0.91441 1.94646, 5.55134 0.98992 7.58990, 5.60469 0.99086 7.66035, 5.15072 0.99888 8.25983, 5.08725 1.00000 8.34364"
71,-64.589,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 1.94533 1.00000 6.22830, 5.15071 1.00000 7.85168, 5.60468 1.00000 8.08159, 5.15072 1.00000 8.31150, 5.08725 1.00000 8.34364"
71,-64.6485,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.97688, 5.36794 1.00000 7.59027, 5.15072 1.00000 8.17330, 5.08725 1.00000 8.34364"
71,-64.7753,Tx-D-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 0.77256 0.59313 4.47336, 2.04485 0.18219 5.61461, 2.16559 0.14319 5.72291, 2.30007 0.09976 5.84354, 5.08725 1.00000 8.34364"
71,-64.8307,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 3.09087 1.00000 6.33660, 5.15072 1.00000 8.28365, 5.08725 1.00000 8.34364"
71,-64.8807,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 1.94533 0.21105 6.22830, 2.29102 0.09976 6.46105, 5.08725 1.00000 8.34364"
71,-64.9899,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 0.78736 0.25931 4.45058, 1.43471 0.09976 5.03668, 2.07303 0.25709 5.61461, 2.19265 0.28657 5.72291, 5.08725 1.00000 8.34364"
71,-65.1723,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.74224, 3.33441 1.00000 7.64449, 3.35414 1.00000 7.65237, 3.80808 1.00000 7.83342, 5.08725 1.00000 8.34364"
71,-65.2413,Tx-R-D-R-R-Rx,6,"-1.00000 1.00000 6.00000, -1.35042 0.83896 5.76138, 5.45939 1.05543 3.76542, 3.80811 1.02420 8.27552, 4.46015 1.01186 10.05640, 5.08725 1.00000 8.34364"
71,-65.3824,Tx-R-D-R-R-Rx,6,"-1.00000 1.00000 6.00000, 3.07518 1.00000 7.41959, 3.11275 1.00000 7.40651, 3.43763 0.99999 6.33660, 4.56717 1.00000 10.05640, 5.08725 1.00000 8.34364"
71,-65.5587,Tx-D-R-T-R-T-Rx,7,"-1.00000 1.00000 6.00000, 1.94533 1.00000 7.41959, 3.40920 1.00000 6.33660, 5.15072 1.00000 7.62500, 5.60468 1.00000 7.96085, 5.15072 1.00000 8.29669, 5.08725 1.00000 8.34364"
71,-65.5758,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.59647 1.00004 6.97688, 3.80808 1.00005 7.77345, 5.08725 1.00000 8.34364"
71,-66.1116,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, -5.20861 1.00000 1.96069, -5.18576 1.00000 1.94646, 5.08725 1.00000 8.34364"
71,-66.1624,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.97688, 5.61647 1.00000 7.02665, 5.39000 1.00000 7.59023, 5.15072 1.00000 8.18570, 5.08725 1.00000 8.34364"
71,-66.2734,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, -0.35551 1.30327 7.40635, 2.13729 2.47627 1.96680, 2.14663 2.47159 1.94646, 5.08725 1.00000 8.34364"
71,-66.2979,Tx-R-D-R-R-Rx,6,"-1.00000 1.00000 6.00000, -0.27583 0.99641 7.40635, 1.21292 0.98904 4.51519, 2.35578 0.99217 1.96475, 5.15072 0.99983 8.20201, 5.08725 1.00000 8.34364"
72,-50.2055,Tx-T-R-T-Rx,5,"-1.00000 1.00000 6.00000, 5.15071 1.00001 7.89123, 5.60468 1.00001 8.03081, 5.15072 1.00000 8.17039, 4.58725 1.00000 8.34364"
72,-53.7247,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 5.15072 0.99999 7.78339, 3.79547 1.00000 8.17626, 4.58725 1.00000 8.34364"
72,-54.723,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.15664 1.00090 7.59630, 4.93708 1.00055 6.33660, 4.58725 1.00000 8.34364"
72,-56.0172,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 3.07518 1.00000 7.41959, 3.11275 1.00000 7.40651, 3.62546 1.00000 6.33660, 4.58725 1.00000 8.34364"
72,-56.0803,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 5.60166 1.00000 7.28516, 5.30926 1.00000 7.59027, 5.15072 1.00000 7.75570, 4.58725 1.00000 8.34364"
72,-56.3192,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.16334 2.12233 7.69209, 3.80805 1.40976 8.10564, 4.58725 1.00000 8.34364"
72,-56.6915,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, -1.42451 0.43028 1.96475, 0.18994 0.09976 3.67778, 2.01529 0.47345 5.61461, 2.11735 0.49435 5.72291, 4.58725 1.00000 8.34364"
72,-56.7365,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 3.07345 1.00002 7.41959, 3.11391 1.00002 7.40549, 3.62590 1.00001 6.33660, 4.58725 1.00000 8.34364"
72,-57.0436,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 3.33441 1.00001 7.41959, 5.15071 1.00001 7.93009, 5.60468 1.00001 8.05769, 5.15072 1.00000 8.18528, 4.58725 1.00000 8.34364"
72,-57.1244,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 5.60404 1.00008 7.52555, 5.52399 1.00007 7.58995, 5.15071 1.00004 7.89029, 4.58725 1.00000 8.34364"
72,-57.7021,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, -1.41568 0.42984 1.96069, 0.19483 0.09976 3.67315, 2.02070 0.47398 5.61461, 2.12255 0.49485 5.72291, 4.58725 1.00000 8.34364"
72,-58.0124,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 1.94533 1.00000 6.22830, 3.70450 1.00000 7.63684, 3.80809 1.00000 7.71978, 4.58725 1.00000 8.34364"
72,-58.4456,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 5.15072 1.00000 7.74243, 3.80804 1.00002 8.12271, 4.58725 1.00000 8.34364"
72,-58.8561,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.97688, 4.58725 1.00000 8.34364"
72,-58.9351,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 2.44539 1.00012 7.40513, 3.18953 1.00008 6.33660, 4.58725 1.00000 8.34364"
72,-58.9481,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.56036 1.01170 7.24419, 3.80805 1.00362 8.00505, 4.58725 1.00000 8.34364"
72,-59.1355,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 3.33441 1.00000 7.41959, 3.62896 1.00000 7.63684, 3.80809 1.00000 7.76895, 4.58725 1.00000 8.34364"
72,-59.1886,Tx-R-R-T-T-R-Rx,7,"-1.00000 1.00000 6.00000, 1.94704 2.56542 1.96475, 2.80284 3.02001 3.13656, 5.06081 1.82062 6.22830, 5.13990 1.77860 6.33660, 5.59647 1.53608 6.96176, 4.58725 1.00000 8.34364"
72,-59.4776,Tx-R-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 2.81103 0.09976 7.17182, 5.15071 0.65244 7.89123, 5.60468 0.75967 8.03081, 5.15072 0.86691 8.17039, 4.58725 1.00000 8.34364"
72,-59.9424,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.74224, 4.58725 1.00000 8.34364"
72,-60.0319,Tx-R-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 0.60078 0.47592 4.41291, 1.77562 0.09976 5.57132, 1.94533 0.15410 5.73866, 2.05357 0.18875 5.84539, 4.58725 1.00000 8.34364"
72,-60.4966,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 3.09087 1.00000 6.33660, 4.58725 1.00000 8.34364"
72,-60.7837,Tx-R-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 0.57034 0.58457 4.41525, 1.94533 0.11046 5.75994, 1.97638 0.09976 5.79031, 2.05357 0.12637 5.86579, 4.58725 1.00000 8.34364"
72,-60.8333,Tx-R-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 0.56610 0.59188 4.41557, 1.94533 0.11430 5.76287, 1.98734 0.09976 5.80391, 2.05357 0.12269 5.86861, 4.58725 1.00000 8.34364"
72,-60.8819,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 2.44703 1.00024 7.40476, 3.58184 1.00015 6.33660, 5.15071 1.00003 7.81333, 4.58725 1.00000 8.34364"
72,-60.9104,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 0.56804 0.58854 4.41542, 1.94533 0.11255 5.76153, 1.98236 0.09976 5.79772, 2.05357 0.12437 5.86732, 4.58725 1.00000 8.34364"
72,-61.1478,Tx-R-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 0.55301 0.65154 4.41942, 1.94533 0.15041 5.77377, 2.05357 0.11145 5.87906, 2.08606 0.09976 5.91066, 4.58725 1.00000 8.34364"
72,-61.4083,Tx-R-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 0.53493 0.68431 4.42189, 1.94533 0.16753 5.78684, 2.05357 0.12787 5.89160, 2.13030 0.09976 5.96585, 4.58725 1.00000 8.34364"
72,-61.516,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.16344 1.00144 7.59025, 4.94191 1.00089 6.33660, 4.58725 1.00000 8.34364"
72,-61.7347,Tx-D-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 0.54266 0.67030 4.42072, 1.94533 0.16023 5.78119, 2.05357 0.12087 5.88618, 2.11163 0.09976 5.94249, 4.58725 1.00000 8.34364"
72,-61.7381,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.60166 1.00002 7.28516, 3.80805 1.00003 8.02289, 4.58725 1.00000 8.34364"
72,-61.7552,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 0.56389 0.60194 4.41601, 1.94533 0.12041 5.76458, 2.00459 0.09976 5.82243, 2.05357 0.11683 5.87024, 4.58725 1.00000 8.34364"
72,-61.9686,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 0.58706 0.52489 4.41279, 1.87019 0.09976 5.67367, 1.94533 0.12465 5.74751, 2.05357 0.16052 5.85387, 4.58725 1.00000 8.34364"
72,-62.084,Tx-D-R-R-T-R-T-Rx,8,"-1.00000 1.00000 6.00000, 2.45091 1.00006 7.40449, 4.75032 1.00003 6.33660, 5.59647 1.00003 6.72957, 3.64292 1.00001 7.63684, 3.35414 1.00001 7.77095, 3.80806 1.00000 7.98176, 4.58725 1.00000 8.34364"
72,-62.0851,Tx-R-R-D-Rx,5,"-1.00000 1.00000 6.00000, 3.14158 0.09976 7.20079, 5.15071 0.53648 7.78331, 3.79547 0.83106 8.17625, 4.58725 1.00000 8.34364"
72,-62.0883,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 1.94533 1.00000 6.22830, 5.15071 1.00000 8.02738, 4.58725 1.00000 8.34364"
72,-62.1204,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 0.78027 0.44133 4.47069, 1.82743 0.09976 5.53599, 1.94533 0.13822 5.65594, 2.05357 0.17352 5.76605, 4.58725 1.00000 8.34364"
72,-62.2764,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.15072 1.00014 7.60204, 4.93283 1.00008 6.33660, 4.58725 1.00000 8.34364"
72,-62.4017,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 5.60166 1.00007 7.28516, 5.51617 1.00008 7.58997, 5.15907 1.00005 6.33660, 4.58725 1.00000 8.34364"
72,-62.6284,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.60166 1.00000 7.28516, 3.80808 1.00000 7.83060, 3.35414 1.00000 7.96864, 3.80804 1.00000 8.10668, 4.58725 1.00000 8.34364"
72,-62.8166,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.15664 1.00111 7.59630, 4.95073 1.00070 6.33660, 4.93303 1.00067 6.22830, 4.91533 1.00064 6.33660, 4.58725 1.00000 8.34364"
72,-63.0818,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 3.11391 1.00003 7.40549, 3.62590 1.00002 6.33660, 4.58725 1.00000 8.34364"
72,-63.1876,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.74224, 5.61647 1.00000 6.77277, 4.58725 1.00000 8.34364"
72,-63.4918,Tx-D-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 0.61102 0.70993 4.42372, 1.94533 0.20308 5.73913, 2.05357 0.16196 5.84583, 2.21732 0.09976 6.00727, 4.58725 1.00000 8.34364"
72,-63.547,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, -1.48981 0.43169 1.96680, 0.14727 0.09976 3.68464, 1.98651 0.47268 5.61461, 2.08972 0.49361 5.72291, 4.58725 1.00000 8.34364"
72,-63.7021,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 2.44416 1.00011 7.40549, 3.18889 1.00007 6.33660, 4.58725 1.00000 8.34364"
72,-63.7415,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 5.60481 1.00000 7.52665, 5.61647 1.00000 7.53580, 5.54754 1.00000 7.58991, 5.15071 1.00000 7.90137, 4.58725 1.00000 8.34364"
72,-63.7624,Tx-R-D-T-R-T-Rx,7,"-1.00000 1.00000 6.00000, 3.07518 1.00000 7.41959, 3.11275 1.00000 7.40651, 3.59174 1.00000 6.33660, 3.64022 1.00000 6.22830, 3.68871 1.00000 6.33660, 4.58725 1.00000 8.34364"
72,-63.8191,Tx-R-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 0.49232 0.90278 4.44752, 1.94533 0.29841 5.82998, 2.05357 0.25339 5.93297, 2.42292 0.09976 6.28439, 4.58725 1.00000 8.34364"
72,-63.8298,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 2.41091 1.00012 7.41959, 2.44356 1.00012 7.40600, 3.18873 1.00008 6.33660, 4.58725 1.00000 8.34364"
73,-47.4583,Tx-R-Rx,3,"-1.00000 1.00000 6.00000, 5.15071 1.00000 7.99815, 4.08725 1.00000 8.34364"
73,-50.7459,Tx-T-R-T-Rx,5,"-1.00000 1.00000 6.00000, 5.15072 1.00001 7.77481, 5.60468 1.00001 7.90580, 5.15071 1.00001 8.03679, 4.08725 1.00000 8.34364"
73,-52.7713,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 3.33441 1.00000 7.41959, 5.15071 1.00000 8.00239, 4.08725 1.00000 8.34364"
73,-57.3955,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 2.60709 0.09976 7.17182, 5.15071 0.73459 7.99815, 4.08725 1.00000 8.34364"
73,-57.5799,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 5.60347 1.00022 7.52257, 5.47886 1.00020 7.59005, 5.15072 1.00015 7.76775, 4.08725 1.00000 8.34364"
73,-57.8001,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 5.15665 1.00168 7.59629, 4.95535 1.00136 6.33660, 4.36094 1.00043 10.05640, 4.08725 1.00000 8.34364"
73,-57.8497,Tx-R-R-Rx,4,"-1.00000 1.00000 6.00000, 5.15071 1.00000 7.85462, 3.80811 1.00000 8.25947, 4.08725 1.00000 8.34364"
73,-58.3884,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.97688, 4.08725 1.00000 8.34364"
73,-58.8913,Tx-D-T-R-T-R-Rx,7,"-1.00000 1.00000 6.00000, 0.86289 1.00000 7.40635, 3.19145 1.00000 5.72291, 3.34125 1.00000 5.61461, 3.55089 1.00000 5.76617, 5.60166 1.00000 7.24879, 4.08725 1.00000 8.34364"
73,-59.0949,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 3.33441 1.00001 7.41959, 5.15071 1.00001 7.86270, 5.60468 1.00001 7.97346, 5.15071 1.00001 8.08420, 4.08725 1.00000 8.34364"
73,-59.3324,Tx-R-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 3.06102 0.09976 7.17182, 5.15071 0.56300 7.77481, 5.60469 0.66363 7.90580, 5.15071 0.76426 8.03679, 4.08725 1.00000 8.34364"
73,-59.7192,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.74224, 4.08725 1.00000 8.34364"
73,-60.0699,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.56036 1.00987 7.24414, 3.80807 1.00399 7.89961, 3.35414 1.00246 8.06941, 3.80811 1.00094 8.23922, 4.08725 1.00000 8.34364"
73,-60.1802,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.56036 1.01402 7.24425, 3.80810 1.00193 8.19257, 4.08725 1.00000 8.34364"
73,-60.2452,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.16335 2.12233 7.62350, 3.80806 1.52403 8.00740, 3.35414 1.32364 8.13598, 3.80811 1.12323 8.26457, 4.08725 1.00000 8.34364"
73,-60.3254,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 3.07518 1.00000 7.41959, 3.11275 1.00000 7.40651, 3.45160 1.00000 6.33660, 4.08725 1.00000 8.34364"
73,-60.6226,Tx-R-D-R-T-T-Rx,7,"-1.00000 1.00000 6.00000, 2.41091 1.00004 7.41959, 2.44356 1.00005 7.40600, 3.08636 1.00003 5.72291, 3.27938 1.00002 6.22830, 3.32074 1.00002 6.33660, 4.08725 1.00000 8.34364"
73,-61.0951,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 5.57273 0.92044 3.79879, 5.48090 0.91933 3.76803, 3.80809 0.98844 7.68936, 4.08725 1.00000 8.34364"
73,-61.1317,Tx-T-R-T-R-Rx,6,"-1.00000 1.00000 6.00000, 5.15072 1.00001 7.66066, 5.60469 1.00002 7.78323, 5.15071 1.00001 7.90580, 3.80811 1.00000 8.26828, 4.08725 1.00000 8.34364"
73,-61.1319,Tx-R-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.15072 0.99997 7.66076, 3.80805 0.99998 8.02321, 3.35414 0.99999 8.14574, 3.80811 1.00000 8.26828, 4.08725 1.00000 8.34364"
73,-61.2609,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 5.16617 1.00000 1.96069, 4.08725 1.00000 8.34364"
73,-61.4477,Tx-R-D-R-R-Rx,6,"-1.00000 1.00000 6.00000, 3.46167 0.98422 1.94646, 5.45140 0.97719 3.75418, 5.57273 0.97847 4.01134, 3.80809 0.99707 7.75152, 4.08725 1.00000 8.34364"
73,-61.5197,Tx-D-R-R-R-Rx,6,"-1.00000 1.00000 6.00000, 3.11642 1.00002 7.40476, 4.69611 1.00002 6.33660, 5.59647 1.00001 6.94541, 3.80803 1.00001 8.15472, 4.08725 1.00000 8.34364"
73,-62.0741,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 1.94533 0.99999 6.22830, 5.15071 0.99999 7.81672, 4.08725 1.00000 8.34364"
73,-62.1646,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.60166 1.00000 7.28516, 3.80810 1.00000 8.20109, 4.08725 1.00000 8.34364"
73,-62.3075,Tx-D-T-T-R-R-Rx,7,"-1.00000 1.00000 6.00000, 5.60166 1.00000 7.28516, 5.46072 1.00000 7.59008, 5.15072 1.00000 8.26072, 4.32067 1.00000 10.05640, 3.80811 1.00000 8.94753, 4.08725 1.00000 8.34364"
73,-62.3383,Tx-D-T-T-R-Rx,6,"-1.00000 1.00000 6.00000, 5.60166 1.00000 7.28516, 5.49928 1.00000 7.59001, 5.15072 1.00000 8.62780, 4.66670 1.00000 10.06890, 4.08725 1.00000 8.34364"
73,-63.0706,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.15072 1.00013 7.60204, 4.73949 1.00008 6.33660, 4.08725 1.00000 8.34364"
73,-63.1079,Tx-R-D-R-Rx,5,"-1.00000 1.00000 6.00000, 3.07345 1.00002 7.41959, 3.11391 1.00002 7.40549, 3.45215 1.00001 6.33660, 4.08725 1.00000 8.34364"
73,-63.2395,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 5.60481 1.00000 7.52665, 5.61647 1.00000 7.53283, 5.50867 1.00000 7.58999, 5.15072 1.00000 7.77978, 4.08725 1.00000 8.34364"
73,-63.4037,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 5.16344 1.00217 7.59025, 4.96166 1.00176 6.33660, 4.36293 1.00056 10.05640, 4.08725 1.00000 8.34364"
73,-63.4906,Tx-D-T-R-T-Rx,6,"-1.00000 1.00000 6.00000, 5.60166 1.00000 7.28516, 3.80806 1.00000 7.92210, 3.35414 1.00000 8.08330, 3.80811 1.00000 8.24451, 4.08725 1.00000 8.34364"
73,-63.8209,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 3.09087 0.99999 6.33660, 5.15072 0.99999 7.66032, 4.08725 1.00000 8.34364"
73,-63.9311,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 3.11391 1.00003 7.40549, 3.45215 1.00002 6.33660, 4.08725 1.00000 8.34364"
73,-63.9408,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.74224, 5.61647 1.00000 6.76292, 4.08725 1.00000 8.34364"
73,-64.0347,Tx-D-R-Rx,4,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.97688, 5.61647 1.00000 6.99452, 4.08725 1.00000 8.34364"
73,-64.064,Tx-R-R-T-T-R-Rx,7,"-1.00000 1.00000 6.00000, 2.15628 2.56542 1.96475, 3.07284 3.02001 3.13656, 5.49112 1.82062 6.22830, 5.57583 1.77860 6.33660, 5.61647 1.75845 6.38855, 4.08725 1.00000 8.34364"
73,-64.3306,Tx-R-D-R-R-R-Rx,7,"-1.00000 1.00000 6.00000, 3.07345 1.00001 7.41959, 3.11391 1.00001 7.40549, 4.69517 1.00001 6.33660, 5.59647 1.00001 6.94585, 3.80803 1.00001 8.15478, 4.08725 1.00000 8.34364"
73,-64.3395,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 3.09087 1.00000 6.33660, 3.73636 1.00000 7.63684, 3.80808 1.00000 7.78130, 4.08725 1.00000 8.34364"
73,-64.3866,Tx-D-R-T-T-Rx,6,"-1.00000 1.00000 6.00000, 2.54919 1.00000 7.40478, 3.15042 1.00000 5.72291, 3.33108 1.00000 6.22830, 3.36979 1.00000 6.33660, 4.08725 1.00000 8.34364"
73,-64.7916,Tx-D-T-T-Rx,5,"-1.00000 1.00000 6.00000, 3.33441 1.00000 7.41959, 3.51150 1.00000 7.63695, 3.80805 1.00000 8.00095, 4.08725 1.00000 8.34364"
73,-65.2895,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 3.33441 1.00000 7.41959, 5.15071 1.00000 7.90775, 3.80811 1.00000 8.26861, 4.08725 1.00000 8.34364"
73,-65.5443,Tx-R-D-Rx,4,"-1.00000 1.00000 6.00000, 5.15072 0.99999 7.77804, 3.80803 1.00001 8.16610, 4.08725 1.00000 8.34364"
73,-65.5832,Tx-D-Rx,3,"-1.00000 1.00000 6.00000, 5.59647 1.00000 6.92688, 4.08725 1.00000 8.34364"
73,-65.7168,Tx-D-R-T-R-T-Rx,7,"-1.00000 1.00000 6.00000, 3.09087 1.00000 6.33660, 5.60166 1.00000 7.25426, 3.80807 1.00000 7.90979, 3.35414 1.00000 8.07570, 3.80811 1.00000 8.24161, 4.08725 1.00000 8.34364"
73,-65.8404,Tx-D-R-R-Rx,5,"-1.00000 1.00000 6.00000, 5.60166 1.00007 7.28516, 5.47350 1.00008 7.59006, 4.94057 1.00005 6.33660, 4.08725 1.00000 8.34364"
