Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,RSS_dBm,Interaction_Coordinates
1,0.0000,Tx-Rx,0,-53.6529,"-7.30900 0.90000 -2.93800, -5.00000 2.00000 7.60000"
1,-8.5745,Tx-I-Rx,1,-53.6529,"-7.30900 0.90000 -2.93800, -5.08146 1.96119 8.00000, -5.00000 2.00000 7.60000"
1,-9.5126,Tx-I-Rx,1,-53.6529,"-7.30900 0.90000 -2.93800, -7.11535 0.99226 -4.00000, -5.00000 2.00000 7.60000"
1,-11.9019,Tx-I-I-Rx,2,-53.6529,"-7.30900 0.90000 -2.93800, -7.61856 0.99226 -4.00000, -8.00000 1.10592 -2.69168, -5.00000 2.00000 7.60000"
1,-14.9100,Tx-I-I-Rx,2,-53.6529,"-7.30900 0.90000 -2.93800, -6.77032 1.15662 2.60000, -6.12834 1.46246 -4.00000, -5.00000 2.00000 7.60000"
1,-15.2420,Tx-I-Rx,1,-53.6529,"-7.30900 0.90000 -2.93800, -5.74485 3.00000 4.20059, -5.00000 2.00000 7.60000"
1,-15.8577,Tx-I-I-Rx,2,-53.6529,"-7.30900 0.90000 -2.93800, -6.27665 0.99226 -4.00000, -0.00000 1.55317 2.45659, -5.00000 2.00000 7.60000"
