Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
8,-62.6303,Tx-D-R-T-R-Rx,6,"1 -6 1, -0.297633 -4.41368 0.399447, -1.36757 -5.76984 0.0997569, -2.66913 -7.41959 0.464325, -3.33441 -8.26284 0.65067, -2.08725 -9.84364 1"
8,-62.7901,Tx-D-R-T-R-Rx,6,"1 -6 1, -0.862887 -7.40635 0.702737, -1.74613 -7.98525 0.568245, -1.94533 -8.1158 0.598577, -3.33441 -9.02623 0.810094, -2.08725 -9.84364 1"
8,-63.2814,Tx-D-T-R-Rx,5,"1 -6 1, -2.54778 -7.41774 1, -2.54748 -7.41959 1, -2.12333 -10.0689 1, -2.08725 -9.84364 1"
8,-64.161,Tx-D-T-R-Rx,5,"1 -6 1, -0.316061 -4.41432 0.395173, -2.67713 -7.41959 0.72996, -3.33441 -8.2562 0.823159, -2.08725 -9.84364 1"
8,-64.5099,Tx-D-R-T-Rx,5,"1 -6 1, -2.54919 -7.40478 0.999997, -2.4153 -5.72291 0.999995, -2.28023 -7.41959 0.999997, -2.08725 -9.84364 1"
8,-64.8003,Tx-D-R-T-R-R-Rx,7,"1 -6 1, -0.363753 -4.41356 0.399446, -1.48807 -5.76975 0.0997569, -2.85582 -7.41959 0.464337, -3.33441 -7.99688 0.591906, -1.94533 -9.67245 0.96217, -2.08725 -9.84364 1"
8,-65.1094,Tx-R-D-T-Rx,5,"1 -6 1, -5.57273 -3.79999 0.937853, -5.47884 -3.76856 0.936965, -3.33441 -7.60971 0.976821, -2.08725 -9.84364 1"
8,-65.3368,Tx-D-T-R-Rx,5,"1 -6 1, -1.94533 -6.2283 0.999999, -2.81399 -7.41959 0.999999, -3.33441 -8.13329 0.999999, -2.08725 -9.84364 1"
8,-65.5718,Tx-D-R-T-Rx,5,"1 -6 1, -5.17503 -1.96475 1, -5.57273 -2.77168 1, -3.28197 -7.41959 1, -2.08725 -9.84364 1"
8,-65.6019,Tx-D-T-Rx,4,"1 -6 1, -1.94533 -6.2283 0.999999, -1.99209 -7.41959 0.999999, -2.08725 -9.84364 1"
8,-65.7347,Tx-R-R-D-T-R-Rx,7,"1 -6 1, -1.94533 -7.46462 0.805822, -0.862887 -8.00288 0.73446, -0.905078 -8.02386 0.731678, -1.94533 -8.53876 0.807599, -3.33441 -9.22633 0.908978, -2.08725 -9.84364 1"
8,-65.7536,Tx-D-T-Rx,4,"1 -6 1, -3.09087 -6.3366 0.999998, -2.78095 -7.41959 0.999999, -2.08725 -9.84364 1"
8,-65.9721,Tx-T-R-R-R-R-Rx,7,"1 -6 1, -1.94533 -7.51292 1, -3.33441 -8.22644 1, -1.94533 -8.93997 1.00001, -3.33441 -9.65349 1.00001, -2.52574 -10.0689 1.00001, -2.08725 -9.84364 1"
8,-66.262,Tx-D-R-T-R-Rx,6,"1 -6 1, -3.11275 -7.40651 0.999997, -2.73296 -5.72291 0.999996, -2.35022 -7.41959 0.999998, -1.94533 -9.21449 0.999999, -2.08725 -9.84364 1"
8,-66.4264,Tx-D-R-T-R-Rx,6,"1 -6 1, -3.11391 -7.40549 1.00006, -2.73395 -5.72291 1.00004, -2.3508 -7.41959 1.00002, -1.94533 -9.21516 1.00001, -2.08725 -9.84364 1"
8,-66.4409,Tx-D-T-R-R-Rx,6,"1 -6 1, -0.862887 -7.40635 1, -1.94533 -8.06549 1, -3.33441 -8.91135 1, -1.94533 -9.75722 1, -2.08725 -9.84364 1"
8,-66.4634,Tx-D-T-R-Rx,5,"1 -6 1, -0.315369 -4.41364 0.399447, -2.67706 -7.41959 0.731902, -3.33441 -8.25626 0.824437, -2.08725 -9.84364 1"
8,-66.588,Tx-T-D-R-Rx,5,"1 -6 1, -3.09717 -7.41959 1, -3.11275 -7.42499 1, -3.33441 -7.78999 1, -2.08725 -9.84364 1"
8,-66.7057,Tx-D-R-T-R-Rx,6,"1 -6 1, -0.298141 -4.41435 0.395161, -1.35643 -5.75575 0.0997569, -2.66912 -7.41959 0.466171, -3.33441 -8.26285 0.651877, -2.08725 -9.84364 1"
8,-66.7369,Tx-D-T-R-R-Rx,6,"1 -6 1, -0.383108 -4.41419 0.395215, -2.86423 -7.41959 0.729985, -3.33441 -7.98912 0.793426, -1.94533 -9.67173 0.980851, -2.08725 -9.84364 1"
8,-66.8529,Tx-D-T-R-Rx,5,"1 -6 1, -3.09087 -6.3366 0.999998, -2.69329 -7.41959 0.999999, -1.94533 -9.45704 1, -2.08725 -9.84364 1"
8,-67.0494,Tx-D-R-T-R-Rx,6,"1 -6 1, -2.54919 -7.40478 0.999997, -2.33303 -5.72291 0.999995, -2.11496 -7.41959 0.999997, -1.94533 -8.7394 0.999999, -2.08725 -9.84364 1"
8,-67.0998,Tx-D-R-T-R-Rx,6,"1 -6 1, -2.44416 -7.40549 1.00038, -2.25838 -5.72291 1.00027, -2.07105 -7.41959 1.00016, -1.94533 -8.55824 1.00008, -2.08725 -9.84364 1"
8,-67.1021,Tx-R-D-R-R-R-T-Rx,8,"1 -6 1, -2.41147 -7.41959 0.318625, -2.44322 -7.40638 0.312283, -2.7586 -6.29783 0.0997569, -2.92216 -5.72291 0.209979, -3.09087 -6.31592 0.323671, -2.77688 -7.41959 0.535265, -2.08725 -9.84364 1"
8,-67.4436,Tx-D-T-T-R-Rx,6,"1 -6 1, 2.27461 -1.9668 1, -2.45848 -7.40449 1, -2.48311 -7.43279 1, -3.33441 -8.41082 1, -2.08725 -9.84364 1"
8,-67.7166,Tx-R-R-T-R-R-Rx,7,"1 -6 1, -1.94533 -7.63269 1, -0.862887 -8.23273 1, -1.94533 -8.83276 1.00001, -3.33441 -9.60277 1.00001, -2.49357 -10.0689 1.00001, -2.08725 -9.84364 1"
8,-67.7267,Tx-D-R-T-R-R-Rx,7,"1 -6 1, -3.11331 -7.40602 1.00005, -2.76079 -5.72291 1.00004, -2.40544 -7.41959 1.00002, -1.94533 -9.61641 1.00001, -2.0401 -10.0689 1.00001, -2.08725 -9.84364 1"
8,-67.7897,Tx-T-D-R-R-Rx,6,"1 -6 1, -3.09717 -7.41959 1, -3.11275 -7.42499 1, -3.33441 -7.73088 1, -1.94533 -9.64779 1, -2.08725 -9.84364 1"
8,-67.8329,Tx-R-D-T-Rx,5,"1 -6 1, -0.742233 -7.48766 1.00001, 0.32551 -8.39938 1.00002, -1.94533 -9.75868 1, -2.08725 -9.84364 1"
8,-68.0577,Tx-D-R-T-R-Rx,6,"1 -6 1, -1.94533 -7.41959 1, -0.862887 -7.96611 1, -1.94533 -8.51262 1, -3.33441 -9.21396 1, -2.08725 -9.84364 1"
8,-68.0914,Tx-D-T-R-R-Rx,6,"1 -6 1, -1.94533 -6.2283 0.999999, -2.90752 -7.41959 0.999999, -3.33441 -7.94811 0.999999, -1.94533 -9.66792 1, -2.08725 -9.84364 1"
8,-68.1743,Tx-D-R-T-Rx,5,"1 -6 1, -2.44416 -7.40549 1.00036, -2.34068 -5.72291 1.00026, -2.23633 -7.41959 1.00015, -2.08725 -9.84364 1"
8,-68.5532,Tx-D-R-R-T-Rx,6,"1 -6 1, -2.44416 -7.40549 1.00025, -2.92265 -5.72291 1.00017, -3.09087 -6.31445 1.00015, -2.77659 -7.41959 1.0001, -2.08725 -9.84364 1"
8,-68.6187,Tx-D-T-R-R-Rx,6,"1 -6 1, -0.291347 -4.47212 1.00065, -2.80124 -7.41959 1.00029, -3.33441 -8.04572 1.00022, -1.94533 -9.67697 1.00002, -2.08725 -9.84364 1"
8,-68.9741,Tx-D-R-T-R-R-Rx,7,"1 -6 1, -0.364283 -4.41423 0.395203, -1.47648 -5.7558 0.0997569, -2.85581 -7.41959 0.466165, -3.33441 -7.99689 0.593301, -1.94533 -9.67245 0.962299, -2.08725 -9.84364 1"
9,-33.5055,Tx-Rx,2,"1 -6 1, -1.58725 -9.84364 1"
9,-39.0618,Tx-D-Rx,3,"1 -6 1, -0.742233 -8.58062 1, -1.58725 -9.84364 1"
9,-41.0908,Tx-R-Rx,3,"1 -6 1, -1.45154 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-45.6198,Tx-R-R-Rx,4,"1 -6 1, -1.16911 -9.3693 1.20443, -1.48541 -10.0689 1.0498, -1.58725 -9.84364 1"
9,-47.2706,Tx-T-R-T-Rx,5,"1 -6 1, -0.164578 -7.7301 0.0997569, -0.293626 -7.92182 0, -0.422674 -8.11353 0.0997569, -1.58725 -9.84364 1"
9,-51.1477,Tx-D-R-Rx,4,"1 -6 1, -0.742233 -8.58062 1, -1.47617 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-52.384,Tx-D-R-R-Rx,5,"1 -6 1, -0.742233 -8.58062 1.15879, -1.12647 -9.22637 1.19711, -1.49005 -10.0689 1.04159, -1.58725 -9.84364 1"
9,-52.7526,Tx-D-R-R-Rx,5,"1 -6 1, -0.742233 -8.58062 1.1448, -1.09087 -9.04172 1.17168, -1.49798 -10.0689 1.03088, -1.58725 -9.84364 1"
9,-52.8504,Tx-T-R-T-D-Rx,6,"1 -6 1, -0.166954 -7.72851 0.0997569, -0.296265 -7.92005 0, -0.425576 -8.11158 0.0997569, -0.742233 -8.58062 0.344041, -1.58725 -9.84364 1"
9,-52.9408,Tx-R-Rx,3,"1 -6 1, -0.293626 -7.92182 0.0997569, -1.58725 -9.84364 1"
9,-55.8051,Tx-T-T-D-Rx,5,"1 -6 1, 0.604633 -7.40635 1.00001, 0.340341 -8.34646 1.00001, 0.326242 -8.39661 1.00001, -1.58725 -9.84364 1"
9,-56.0965,Tx-T-R-T-R-Rx,6,"1 -6 1, -0.164574 -7.93287 0.0997569, -0.293622 -8.14706 0, -0.42267 -8.36124 0.0997569, -1.45154 -10.0689 0.895098, -1.58725 -9.84364 1"
9,-57.245,Tx-D-R-R-Rx,5,"1 -6 1, -0.742233 -8.58062 1, -1.94533 -9.9011 1, -1.79246 -10.0689 1, -1.58725 -9.84364 1"
9,-57.9764,Tx-R-T-T-R-Rx,6,"1 -6 1, -1.94533 -7.58143 1, -0.862887 -8.16262 1, -0.742233 -8.2274 1, 0.34034 -8.80866 1, -1.58725 -9.84364 1"
9,-58.2244,Tx-D-Rx,3,"1 -6 1, -0.999273 -9.26273 1.28625, -1.58725 -9.84364 1"
9,-58.3996,Tx-T-R-T-D-Rx,6,"1 -6 1, -1.94533 -7.86654 1.00674, -3.33441 -8.74684 1.00992, -1.94533 -9.62714 1.0131, -1.88892 -9.66289 1.01323, -1.58725 -9.84364 1"
9,-58.5038,Tx-R-R-Rx,4,"1 -6 1, -0.293622 -8.14706 0.0997569, -1.45154 -10.0689 0.905564, -1.58725 -9.84364 1"
9,-58.5192,Tx-R-D-Rx,4,"1 -6 1, -0.296265 -7.92005 0.0997569, -0.742233 -8.58062 0.409477, -1.58725 -9.84364 1"
9,-58.5547,Tx-T-R-R-T-R-R-Rx,8,"1 -6 1, -0.742233 -8.11056 1, -0.862887 -8.25672 1, -0.742233 -8.40289 1, -0.862887 -8.54905 1, -1.94533 -9.86033 1, -1.77317 -10.0689 1, -1.58725 -9.84364 1"
9,-58.9176,Tx-T-R-D-T-R-Rx,7,"1 -6 1, -0.555865 -7.7887 0.0997569, -0.728272 -7.98691 0, -0.862887 -8.14167 0.07789, -0.897048 -8.18203 0.0997569, -1.94533 -9.42057 0.770787, -1.58725 -9.84364 1"
9,-58.9294,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.74691 -7.40635 0.999999, 4.7592 -9.02635 0.999998, 2.22518 -7.40635 0.999997, 0.34034 -8.61133 0.999998, -1.58725 -9.84364 1"
9,-59.046,Tx-T-T-D-R-Rx,6,"1 -6 1, -0.742233 -8.54877 1.15542, -0.764002 -8.58062 1.15736, -1.08474 -9.04984 1.18597, -1.49629 -10.0689 1.03367, -1.58725 -9.84364 1"
9,-59.2993,Tx-D-R-Rx,4,"1 -6 1, -1.11125 -9.35127 1.2324, -1.47354 -10.0689 1.05552, -1.58725 -9.84364 1"
9,-59.3449,Tx-T-R-T-R-Rx,6,"1 -6 1, -1.94533 -8.07969 1, -3.33441 -9.06051 1, -1.94533 -10.0413 1, -1.90631 -10.0689 1, -1.58725 -9.84364 1"
9,-59.7437,Tx-R-D-T-T-R-Rx,7,"1 -6 1, -1.94533 -7.58165 0.923323, -0.86376 -8.16246 0.895166, -0.862887 -8.16293 0.895195, -0.742233 -8.2277 0.899234, 0.34034 -8.80885 0.935473, -1.58725 -9.84364 1"
9,-59.8909,Tx-T-D-R-T-R-Rx,7,"1 -6 1, -0.700918 -7.91217 0.0997569, -0.742233 -7.95862 0.07789, -0.855046 -8.09484 0, -0.99953 -8.26929 0.0997569, -1.94533 -9.41128 0.752771, -1.58725 -9.84364 1"
9,-60.7327,Tx-T-T-D-Rx,5,"1 -6 1, 0.42916 -7.40635 1.00003, 0.34034 -7.62517 1.00003, 0.326246 -7.6599 1.00003, -1.58725 -9.84364 1"
9,-61.2653,Tx-T-D-R-T-Rx,6,"1 -6 1, -0.700918 -8.21409 0.0997569, -0.742233 -8.26787 0.07789, -0.803295 -8.38174 0, -0.8815 -8.52757 0.0997569, -1.58725 -9.84364 1"
9,-61.4034,Tx-T-T-D-Rx,5,"1 -6 1, -0.742233 -8.50782 1.11016, -0.792808 -8.58062 1.11336, -1.24022 -9.22464 1.14165, -1.58725 -9.84364 1"
9,-61.4879,Tx-T-D-R-T-R-Rx,7,"1 -6 1, 2.74691 -7.40635 1, 4.7592 -9.02635 1, 2.47842 -7.40635 1, 0.34034 -8.92499 1, -1.27013 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-62.031,Tx-R-D-Rx,4,"1 -6 1, -0.742233 -7.49007 1, 0.325246 -8.40305 1, -1.58725 -9.84364 1"
9,-62.1471,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.74957 -7.40635 0.999999, 4.76138 -9.0235 0.999998, 2.22917 -7.40635 0.999997, 0.34034 -8.61262 0.999998, -1.58725 -9.84364 1"
9,-62.3892,Tx-R-D-T-T-R-Rx,7,"1 -6 1, -1.94533 -7.58264 0.794022, -1.05385 -8.06167 0.731678, -0.862887 -8.16411 0.747104, -0.742233 -8.22884 0.75685, 0.34034 -8.80958 0.844296, -1.58725 -9.84364 1"
9,-62.6574,Tx-T-R-R-R-R-T-R-R-Rx,10,"1 -6 1, -0.742233 -7.97604 1, -0.862887 -8.11289 1, -0.742233 -8.24973 1, -0.862887 -8.38658 1, -0.742233 -8.52343 1, -0.792658 -8.58062 1, -1.94533 -9.88798 1, -1.78583 -10.0689 1, -1.58725 -9.84364 1"
9,-62.8524,Tx-T-R-R-T-D-R-R-Rx,9,"1 -6 1, -0.742233 -8.10716 1.14648, -0.862887 -8.25309 1.15663, -0.742233 -8.39901 1.16677, -0.862887 -8.54494 1.17692, -0.862911 -8.54497 1.17692, -1.94533 -9.85931 1.04398, -1.77273 -10.0689 1.02279, -1.58725 -9.84364 1"
9,-63.0794,Tx-T-R-R-D-T-Rx,7,"1 -6 1, 0.852151 -7.40635 1.00001, 0.57224 -10.0689 1.00004, 0.340341 -7.8626 1.00002, 0.342183 -7.84507 1.00002, 0.340341 -7.84698 1.00002, -1.58725 -9.84364 1"
9,-63.1792,Tx-T-T-D-R-Rx,6,"1 -6 1, 0.604633 -7.40635 1.00001, 0.340341 -8.34646 1.00001, 0.326242 -8.39661 1.00001, -1.36011 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-63.4807,Tx-T-D-R-T-R-Rx,7,"1 -6 1, 2.74957 -7.40635 1, 4.76138 -9.0235 1, 2.48239 -7.40635 1, 0.34034 -8.92633 1, -1.26982 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-63.5315,Tx-R-R-R-Rx,5,"1 -6 1, -0.742233 -7.57423 1, 0.34034 -8.55241 1, -1.33797 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-63.6427,Tx-T-R-D-T-Rx,6,"1 -6 1, 0.852974 -7.40635 1.00001, 0.574622 -10.0689 1.00004, 0.342183 -7.84507 1.00002, 0.340341 -7.84698 1.00002, -1.58725 -9.84364 1"
9,-63.707,Tx-T-T-D-R-Rx,6,"1 -6 1, 0.604632 -7.40635 1.05696, 0.340341 -8.34646 1.09504, 0.326241 -8.39661 1.09707, -1.3083 -9.55499 1.17517, -1.58725 -9.84364 1"
9,-64.4188,Tx-R-D-R-Rx,5,"1 -6 1, -0.742233 -7.53098 1.00004, 0.325246 -8.46902 1.00007, -1.35122 -10.0689 1.00001, -1.58725 -9.84364 1"
9,-64.4691,Tx-T-D-R-T-Rx,6,"1 -6 1, 1.71425 -7.40635 1.00003, 2.19395 -8.35087 1.00005, 1.13788 -7.40635 1.00003, 0.340341 -8.11965 1.00002, -1.58725 -9.84364 1"
9,-64.477,Tx-R-D-R-Rx,5,"1 -6 1, -0.742233 -7.9826 1.68257, -0.0804451 -8.73569 1.94184, 0.34034 -8.93422 1.77308, -1.58725 -9.84364 1"
9,-64.949,Tx-T-R-D-T-Rx,6,"1 -6 1, -0.555865 -8.07802 0.0997569, -0.728272 -8.30828 0, -0.862887 -8.48807 0.07789, -0.880065 -8.52022 0.0997569, -1.58725 -9.84364 1"
9,-65.2261,Tx-T-D-T-R-Rx,6,"1 -6 1, -0.841195 -8.96352 1.33789, -0.854894 -8.98557 1.34041, -0.975488 -9.20105 1.28435, -1.46119 -10.0689 1.0586, -1.58725 -9.84364 1"
9,-65.4014,Tx-R-T-T-R-Rx,6,"1 -6 1, -0.651703 -7.92182 0.0997569, -0.742233 -8.02715 0.149099, -0.862887 -8.16754 0.214861, -1.94533 -9.427 0.804834, -1.58725 -9.84364 1"
9,-65.4118,Tx-R-D-Rx,4,"1 -6 1, 0.203092 -1.94646 1.33414, -1.38748 -10.0371 2.00108, -1.58725 -9.84364 1"
9,-65.5851,Tx-D-T-R-T-R-Rx,7,"1 -6 1, -0.862887 -7.40635 1, -1.94533 -8.14732 1, -3.33441 -9.09819 1, -1.94533 -10.0491 1, -1.91636 -10.0689 1, -1.58725 -9.84364 1"
9,-65.6036,Tx-R-R-R-Rx,5,"1 -6 1, -0.742233 -7.87655 1.63692, 0.13855 -8.82524 1.95891, 0.34034 -8.92175 1.86804, -1.58725 -9.84364 1"
10,-33.0049,Tx-Rx,2,"1 -6 1, -1.08725 -9.84364 1"
10,-43.9268,Tx-D-Rx,3,"1 -6 1, -0.870863 -8.96814 1.29738, -1.08725 -9.84364 1"
10,-44.1159,Tx-T-R-Rx,4,"1 -6 1, 0.316412 -7.40635 1, -0.977767 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-45.8629,Tx-D-Rx,3,"1 -6 1, -0.742233 -8.58062 1, -1.08725 -9.84364 1"
10,-46.2279,Tx-T-R-T-Rx,5,"1 -6 1, 0.0604829 -7.7301 0.0997569, -0.0436261 -7.92182 0, -0.147735 -8.11353 0.0997569, -1.08725 -9.84364 1"
10,-49.375,Tx-D-Rx,3,"1 -6 1, 2.27987 -1.96885 1, -1.08725 -9.84364 1"
10,-50.423,Tx-D-Rx,3,"1 -6 1, -0.857204 -9.10666 1.32852, -1.08725 -9.84364 1"
10,-50.7598,Tx-D-Rx,3,"1 -6 1, 2.27461 -1.9668 1, -1.08725 -9.84364 1"
10,-53.0459,Tx-R-R-R-Rx,5,"1 -6 1, -0.742233 -7.75933 1, 0.34034 -8.85253 1, -0.864197 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-54.2832,Tx-D-R-Rx,4,"1 -6 1, 1.48981 -1.9668 1, 1.48914 -1.96475 1, -1.08725 -9.84364 1"
10,-54.5331,Tx-R-Rx,3,"1 -6 1, -0.0436261 -7.92182 0.0997569, -1.08725 -9.84364 1"
10,-54.9487,Tx-T-R-R-Rx,5,"1 -6 1, 0.259226 -7.40635 1.14511, -0.8418 -9.49664 1.3608, -1.01793 -10.0689 1.10191, -1.08725 -9.84364 1"
10,-55.571,Tx-D-Rx,3,"1 -6 1, -0.947528 -8.91971 1.23689, -1.08725 -9.84364 1"
10,-55.6676,Tx-T-T-D-Rx,5,"1 -6 1, 0.604633 -7.40635 1, 0.340341 -8.34646 1.00001, 0.326242 -8.39661 1.00001, -1.08725 -9.84364 1"
10,-56.0998,Tx-D-R-Rx,4,"1 -6 1, -0.742233 -8.58062 1, -1.0419 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-56.4202,Tx-D-Rx,3,"1 -6 1, -0.717272 -8.91537 1.41493, -1.08725 -9.84364 1"
10,-56.5936,Tx-D-Rx,3,"1 -6 1, 1.495 -1.96885 1, -1.08725 -9.84364 1"
10,-56.8004,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.74691 -7.40635 0.999999, 4.7592 -9.02635 0.999998, 2.42482 -7.40635 0.999997, 0.34034 -8.85293 0.999999, -1.08725 -9.84364 1"
10,-57.0894,Tx-R-R-Rx,4,"1 -6 1, -0.742233 -7.57476 1, 0.34034 -8.55327 1, -1.08725 -9.84364 1"
10,-57.1509,Tx-T-R-T-R-Rx,6,"1 -6 1, -1.94533 -7.92167 1, -3.33441 -8.82797 1, -1.94533 -9.73428 1.00001, -1.43248 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-57.5858,Tx-R-D-Rx,4,"1 -6 1, -0.742233 -7.53098 1.00004, 0.325246 -8.46902 1.00007, -1.08725 -9.84364 1"
10,-57.8881,Tx-D-Rx,3,"1 -6 1, 1.42451 -1.96475 1, -1.08725 -9.84364 1"
10,-58.0546,Tx-D-R-Rx,4,"1 -6 1, 2.27987 -1.96885 1, -0.996153 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-58.3329,Tx-D-R-R-R-Rx,6,"1 -6 1, 0.166254 -3.58435 0.537358, 0.0605098 -3.26493 0.557082, 0.496985 -1.94646 0.638498, 1.29858 -4.36783 0.788021, -1.08725 -9.84364 1"
10,-58.5519,Tx-R-D-R-Rx,5,"1 -6 1, -0.742233 -7.5352 1, 0.327257 -8.47761 1, 0.34034 -8.49001 1, -1.08725 -9.84364 1"
10,-59.0571,Tx-T-T-D-Rx,5,"1 -6 1, 0.42916 -7.40635 1.00001, 0.34034 -7.62517 1.00002, 0.326246 -7.6599 1.00002, -1.08725 -9.84364 1"
10,-59.0641,Tx-T-R-T-D-Rx,6,"1 -6 1, -0.113979 -7.65004 0.0997569, -0.23742 -7.83288 0, -0.360861 -8.01573 0.0997569, -0.742233 -8.58062 0.407956, -1.08725 -9.84364 1"
10,-59.0803,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.74957 -7.40635 0.999999, 4.76138 -9.0235 0.999998, 2.4286 -7.40635 0.999997, 0.34034 -8.85399 0.999999, -1.08725 -9.84364 1"
10,-59.4686,Tx-T-T-R-R-Rx,6,"1 -6 1, -0.742233 -7.76066 0.175248, -0.862887 -7.88259 0.118132, -0.901703 -7.92182 0.0997569, -1.94533 -8.97648 0.593797, -1.08725 -9.84364 1"
10,-59.6013,Tx-D-Rx,3,"1 -6 1, 0.180769 -7.40635 1.92799, -1.08725 -9.84364 1"
10,-59.6842,Tx-D-Rx,3,"1 -6 1, -0.829874 -9.10979 1.36859, -1.08725 -9.84364 1"
10,-59.705,Tx-D-R-Rx,4,"1 -6 1, 2.27461 -1.9668 1, -0.996318 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-60.1879,Tx-D-R-Rx,4,"1 -6 1, -0.873478 -9.46956 1.33826, -1.02886 -10.0689 1.09241, -1.08725 -9.84364 1"
10,-60.4107,Tx-T-D-R-T-R-Rx,7,"1 -6 1, -0.700918 -7.72134 0.0997569, -0.742233 -7.76315 0.07789, -0.891176 -7.91349 0, -1.08193 -8.10603 0.0997569, -1.94533 -8.97752 0.551269, -1.08725 -9.84364 1"
10,-60.5205,Tx-R-D-R-R-Rx,6,"1 -6 1, -0.742233 -7.53517 1.00001, 0.326749 -8.4771 1.00001, 0.34034 -8.49424 1.00001, -0.908598 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-60.5308,Tx-D-R-Rx,4,"1 -6 1, 2.27461 -1.9668 1, 2.26597 -1.94646 1, -1.08725 -9.84364 1"
10,-60.6604,Tx-D-R-R-R-Rx,6,"1 -6 1, 0.134757 -3.48588 0.531222, 0.0605098 -3.26167 0.545351, 0.496059 -1.94646 0.628235, 1.2987 -4.37017 0.780978, -1.08725 -9.84364 1"
10,-60.6849,Tx-T-R-R-D-T-Rx,7,"1 -6 1, -0.742233 -8.12601 1.10446, -0.862887 -8.27324 1.11169, -0.742233 -8.42047 1.11892, -0.851838 -8.55422 1.1255, -0.856658 -8.58062 1.12293, -1.08725 -9.84364 1"
10,-60.7247,Tx-R-R-T-T-Rx,6,"1 -6 1, 4.8682 -1.94646 0.999997, 5.65853 -2.77465 0.999997, 1.2386 -7.40635 0.999999, 0.340341 -8.34765 0.999999, -1.08725 -9.84364 1"
10,-60.7311,Tx-T-D-T-R-Rx,6,"1 -6 1, -0.742233 -8.42748 1.1555, -0.850241 -8.57797 1.16515, -0.850606 -8.58062 1.16489, -1.05614 -10.0689 1.02168, -1.08725 -9.84364 1"
10,-61.2251,Tx-T-R-T-R-R-Rx,7,"1 -6 1, -0.742233 -7.66486 1, -0.862887 -7.78015 1, -0.742233 -7.89545 1, 0.34034 -8.92994 1, -0.851539 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-61.2606,Tx-R-D-Rx,4,"1 -6 1, 1.263 -7.40635 1, 2.27987 -1.96885 1, -1.08725 -9.84364 1"
10,-61.3101,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.45007 -7.40635 0.999999, 4.35673 -9.25554 0.999998, 2.0082 -7.40635 0.999997, 0.34034 -8.71958 0.999999, -1.08725 -9.84364 1"
10,-61.405,Tx-R-D-Rx,4,"1 -6 1, 5.65853 -3.64979 0.999996, 2.32663 -1.96885 0.999997, -1.08725 -9.84364 1"
10,-61.4206,Tx-T-R-T-R-Rx,6,"1 -6 1, 0.152265 -7.33231 0.0997569, 0.0583269 -7.47995 0, -0.0356115 -7.62758 0.0997569, -1.09808 -9.29737 1.22804, -1.08725 -9.84364 1"
10,-61.621,Tx-D-Rx,3,"1 -6 1, -1.02753 -9.6625 1.29343, -1.08725 -9.84364 1"
10,-61.6872,Tx-T-R-R-Rx,5,"1 -6 1, 0.316412 -7.40635 0.410327, -0.0436226 -8.14706 0.0997569, -0.977768 -10.0689 0.905564, -1.08725 -9.84364 1"
10,-61.7519,Tx-D-R-R-Rx,5,"1 -6 1, 1.48981 -1.9668 1, 1.48917 -1.96475 1, -1.01758 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-62.0771,Tx-T-T-D-R-Rx,6,"1 -6 1, 0.604633 -7.40635 1.00001, 0.340341 -8.34646 1.00001, 0.326242 -8.39661 1.00001, -0.919463 -10.0689 1.00001, -1.08725 -9.84364 1"
10,-62.1425,Tx-R-D-R-Rx,5,"1 -6 1, 1.10062 -7.40635 1, 1.48981 -1.9668 1, 1.48914 -1.96475 1, -1.08725 -9.84364 1"
11,-43.2911,Tx-D-Rx,3,"1 -6 1, -0.836715 -8.9393 1.34293, -0.587252 -9.84364 1"
11,-44.6078,Tx-D-Rx,3,"1 -6 1, -0.8387 -8.88319 1.3239, -0.587252 -9.84364 1"
11,-45.0071,Tx-D-Rx,3,"1 -6 1, -0.815401 -8.95671 1.37555, -0.587252 -9.84364 1"
11,-45.4037,Tx-R-R-Rx,4,"1 -6 1, -0.742233 -7.7846 1, 0.34034 -8.89349 1, -0.587252 -9.84364 1"
11,-47.4125,Tx-R-R-R-Rx,5,"1 -6 1, -0.742233 -7.99376 1, 0.34034 -9.23262 1, -0.390424 -10.0689 1.00001, -0.587252 -9.84364 1"
11,-47.4517,Tx-D-Rx,3,"1 -6 1, -0.742233 -8.58062 1, -0.587252 -9.84364 1"
